competition_id,mean,round_type_id,group_id,scramble_num,scramble,optimal_movecount,movecount_solution
PanamaNationals2025,8.4,c,A,4,UR3- DR0+ DL1+ UL5- U2- R0+ D4- L3+ ALL1+ y2 U2- R1+ D5+ L5- ALL6+,9,DR3+ U2- L1+ /5- y2 ul2- U5+ UL3- DL4- DR1-
PanamaNationals2025,8.4,c,A,5,UR5+ DR2+ DL4+ UL1+ U5- R3+ D6+ L1- ALL0+ y2 U3- R2- D4+ L4+ ALL1-,9,UR2+ UL4- U1+ ur3- /6- \5- y2 R1- DL4- UR3+
RailroadCity2023,8.4,d,A,1,UR6+ DR2- DL1- UL5- U1- R4- D2+ L1- ALL4+ y2 U6+ R5- D0+ L4+ ALL4+ UR DL UL,7,DL1+ L6- dr5- y2 ur2+ R5+ L2+ UL6+
RailroadCity2023,8.4,d,A,2,UR3- DR6+ DL6+ UL1- U3- R0+ D3- L4+ ALL2- y2 U5- R4- D2- L0+ ALL2- UR DR DL,9,UR3- DL3+ U2- ur4+ /6- y2 D3+ DR1- UR5+ /6+
RailroadCity2023,8.4,d,A,3,UR2- DR3- DL1+ UL5+ U2+ R0+ D1- L4- ALL2- y2 U0+ R1- D4+ L3+ ALL5+,9,DR5+ DL2- U5- dl1+ /5+ y2 dr3+ R2+ DL3- DR1-
RailroadCity2023,8.4,d,A,4,UR3- DR6+ DL3+ UL6+ U4+ R2+ D2+ L2+ ALL3- y2 U6+ R1+ D4- L3+ ALL5- UR,9,DL1+ U5+ R5- ALL4+ y2 R5- U3- UL3- DR4+ \6+
RailroadCity2023,8.4,d,A,5,UR3+ DR5+ DL5+ UL3+ U6+ R1+ D1- L3- ALL3- y2 U3+ R1+ D4- L2- ALL5+ UR DL UL,8,DR3+ DL5- D5+ dl5+ y2 UL2- DL4+ UR1- \4-
SanRafaelSummer2019,8.4,d,A,1,UR0+ DR0+ DL6+ UL5- U4+ R0+ D6+ L5- ALL4- y2 U4+ R2- D4+ L0+ ALL4+ UR DR DL UL,7,UL1+ L3+ ur2- ALL4- y2 R2- DR4- UR4-
SanRafaelSummer2019,8.4,d,A,2,UR2+ DR3- DL4+ UL3- U5+ R2- D6+ L4- ALL1+ y2 U4- R5- D4+ L0+ ALL1+ DL UL,9,UR2- DR5+ U2- L3+ ul2+ y2 ul4+ U5- DR4- UR3-
SanRafaelSummer2019,8.4,d,A,3,UR4+ DR0+ DL1+ UL3+ U2+ R0+ D2+ L6+ ALL3- y2 U1- R4- D4- L5+ ALL3- UR DR,9,UR4- UL2+ U5+ D3- ur3- y2 dl5- U1+ L5- DR4+
SanRafaelSummer2019,8.4,d,A,4,UR0+ DR4- DL4+ UL0+ U3- R4- D1+ L4- ALL1+ y2 U2- R4+ D5- L6+ ALL5+ UR DR UL,9,UR4- U5- D1- ul1- \4- y2 U2+ L3- DL3- DR4-
SanRafaelSummer2019,8.4,d,A,5,UR1+ DR1+ DL4+ UL6+ U2- R1- D4+ L6+ ALL2- y2 U3+ R3+ D4- L1- ALL1+ UR DR DL UL,8,UR1- DL4- U4- D5- /3- y2 L3- DL4+ UR3-
SaoMiguelBlindSides2024,8.4,f,A,1,UR1- DR2- DL0+ UL4+ U3- R0+ D4+ L3- ALL4+ y2 U1- R2- D1+ L3- ALL2+,8,DR3+ D5- L1- y2 L5+ UL1- DL1- UR2+ \2-
SaoMiguelBlindSides2024,8.4,f,A,2,UR0+ DR0+ DL4- UL2+ U1- R0+ D5- L5+ ALL6+ y2 U0+ R5- D2- L5+ ALL4+,7,DL3- U1- ul1+ y2 L2- DL3- DR5+ \2-
SaoMiguelBlindSides2024,8.4,f,A,3,UR2- DR3- DL1+ UL1- U2- R5- D4+ L4+ ALL6+ y2 U2- R2- D2- L6+ ALL1+,9,DR2- UL4- U3- /5- y2 ul1- U2+ L6+ DR2+ /2+
SaoMiguelBlindSides2024,8.4,f,A,4,UR3+ DR4+ DL2+ UL4+ U5+ R5+ D5+ L6+ ALL4+ y2 U4+ R0+ D3+ L1+ ALL3-,8,D1+ /4+ \4+ ALL1+ y2 ul2+ D3- U3- UL1-
SaoMiguelBlindSides2024,8.4,f,A,5,UR5+ DR6+ DL2+ UL3- U2+ R4- D2- L3- ALL5+ y2 U5- R1- D1- L2- ALL1-,10,UR1- DR6- UL4+ U5+ \2+ y2 D1+ U2+ UL2+ UR1+ ALL4+
ShriRamCubingChallenge2016,8.4,c,A,1,UR6+ DR4+ DL3+ UL4- U5+ R3- D4- L5- ALL1- y2 U3- R1+ D3- L5- ALL5-,9,UR5+ DL3- L3- y2 D3+ R5- L6+ UL1- UR4+ \4-
ShriRamCubingChallenge2016,8.4,c,A,2,UR4- DR4- DL3- UL4- U3- R5+ D3- L4- ALL3+ y2 U5- R6+ D4+ L1+ ALL5+ UR DR DL UL,9,DR3+ UL1- D5- ul2- /1+ \3- y2 D4- UL1- UR6+
ShriRamCubingChallenge2016,8.4,c,A,3,UR0+ DR1- DL0+ UL2- U3+ R1+ D1+ L4- ALL2+ y2 U5+ R6+ D0+ L3- ALL2- UR DL UL,7,U1- L6- ul5- y2 U1+ L3+ UR6+ \4-
ShriRamCubingChallenge2016,8.4,c,A,4,UR5+ DR1- DL1+ UL5- U3- R2+ D4- L5+ ALL4- y2 U5+ R0+ D6+ L5+ ALL4-,9,UR3+ DR1+ DL1- R2+ D4+ dr5- y2 dr1- D6+ UL5-
ShriRamCubingChallenge2016,8.4,c,A,5,UR5- DR5+ DL4- UL5- U2- R5+ D3+ L4- ALL1+ y2 U5+ R5+ D4+ L3- ALL5- DR DL UL,8,DR5- DL1+ ur2+ \5- ALL1+ y2 D4- L3+ UR5-
SouthLuzonChampionship2025,8.4,c,A,1,UR4- DR5+ DL3- UL6+ U1- R2- D1- L1- ALL6+ y2 U0+ R6+ D3+ L1- ALL0+,9,DR1+ DL2- U1- ur1+ dl4- y2 D3+ L1+ DR6+ \6+
SouthLuzonChampionship2025,8.4,c,A,2,UR6+ DR3+ DL4- UL0+ U1- R1- D3+ L2- ALL3- y2 U5+ R4- D2- L5- ALL1+,9,UR5- DR3- D1+ L6- y2 D2+ R4+ U2+ UL5+ /4+
SouthLuzonChampionship2025,8.4,c,A,3,UR1+ DR4- DL2+ UL5+ U5- R4+ D2+ L3+ ALL3- y2 U1+ R5- D2+ L1+ ALL3-,8,UR1- L2+ dr6- y2 R4+ L3+ DL4- DR2+ UR1-
SouthLuzonChampionship2025,8.4,c,A,4,UR3+ DR4- DL2- UL0+ U0+ R3+ D6+ L3+ ALL6+ y2 U4+ R4- D2+ L0+ ALL3+,8,UR2- UL1- y2 dr1- ur5- R2- DR2- UR4- \3-
SouthLuzonChampionship2025,8.4,c,A,5,UR3+ DR1+ DL4- UL3- U5- R2- D5+ L5- ALL1- y2 U3- R0+ D0+ L6+ ALL5-,8,DR2- U5+ ALL4- y2 ul4+ dl3+ ur1+ L3+ UL3+
SpeedcubingBucaramanga2024,8.4,d,A,1,UR1+ DR0+ DL0+ UL5+ U4- R1+ D6+ L1+ ALL3- y2 U4- R3- D3+ L1+ ALL1+,8,UR2- DL6- ur3- ALL4+ y2 R1+ UL1- DR3- UR5+
SpeedcubingBucaramanga2024,8.4,d,A,2,UR5+ DR4+ DL6+ UL5- U1- R3+ D6+ L2- ALL3+ y2 U0+ R1- D1- L6+ ALL6+,7,UL1+ D4- dr4+ /4+ y2 L6+ DR1+ /5-
SpeedcubingBucaramanga2024,8.4,d,A,3,UR2+ DR0+ DL0+ UL5+ U5- R1- D2- L5+ ALL0+ y2 U6+ R6+ D5- L4+ ALL0+,9,UR2- DL2+ R1+ ul5- y2 ul2- dl1+ L3+ DL5+ UR6+
SpeedcubingBucaramanga2024,8.4,d,A,4,UR5+ DR6+ DL1+ UL0+ U2+ R3+ D1+ L1- ALL1- y2 U3+ R2- D0+ L5+ ALL5+,9,UR5+ DR4+ R1+ ul2- y2 R2+ L2- UL3- /1- ALL5+
SpeedcubingBucaramanga2024,8.4,d,A,5,UR5+ DR3- DL0+ UL4+ U4+ R2+ D5+ L2- ALL3+ y2 U0+ R4- D1- L5- ALL6+,9,DL2- U1- R4- ur1+ y2 D4+ UL4- DL3- UR4+ /3+
UIUCSideEventsSpring2025,8.4,c,B,1,UR2+ DR5- DL2+ UL0+ U4- R5+ D2- L1- ALL3+ y2 U3+ R1- D5- L3+ ALL3+,9,DR5+ DL1- U2+ R5+ D1+ y2 dr5- D4+ UL3- DR1+
UIUCSideEventsSpring2025,8.4,c,B,2,UR3- DR3+ DL0+ UL1+ U3- R3- D6+ L1- ALL3- y2 U4- R4+ D1- L3+ ALL3+,8,DR3+ U5+ /5- y2 D1+ R1+ UL3- UR5- \1+
UIUCSideEventsSpring2025,8.4,c,B,3,UR3+ DR3- DL0+ UL0+ U2+ R1+ D1+ L0+ ALL4+ y2 U2+ R3+ D1- L1+ ALL5+,8,UR5- DR4+ D2- ALL5- y2 R3- UL2- DL1+ ALL6+
UIUCSideEventsSpring2025,8.4,c,B,4,UR2- DR6+ DL6+ UL5- U5- R1+ D0+ L5+ ALL5+ y2 U2+ R5+ D6+ L4- ALL1+,8,R5- L6- y2 ul6+ dl5+ R5- UL2- DL6+ ALL4+
UIUCSideEventsSpring2025,8.4,c,B,5,UR2- DR5+ DL5+ UL6+ U3- R3+ D0+ L6+ ALL4+ y2 U5+ R2- D2+ L5+ ALL3+,9,UR1- DR5- DL5- ALL1- y2 dl6+ dr2- D2- R2+ UL5-
VilniausRuduo2025,8.4,c,B,1,UR0+ DR5- DL1+ UL1- U0+ R4- D1- L3- ALL4+ y2 U0+ R1+ D4- L4+ ALL4+,8,DR3- DL1- UL1+ D3- L3+ y2 R1- L4+ DL4+
VilniausRuduo2025,8.4,c,B,2,UR4- DR5+ DL2+ UL5+ U5- R6+ D3+ L5- ALL2- y2 U4+ R0+ D0+ L0+ ALL2+,7,UR4+ DL2- R1+ D4+ y2 U4- \5- ALL3+
VilniausRuduo2025,8.4,c,B,3,UR1+ DR1- DL2- UL4+ U1- R4+ D4+ L2+ ALL1+ y2 U6+ R2+ D1+ L5- ALL4-,9,UL4- R4- D1- \5- ALL2+ y2 ul3- R2- UL6+ DL1-
VilniausRuduo2025,8.4,c,B,4,UR2- DR1- DL3+ UL2- U4- R2- D6+ L4+ ALL1+ y2 U1+ R2- D4+ L3+ ALL4-,9,UR4- DR3- DL5- \3- y2 ul1- D4- UL3- UR2+ \4+
VilniausRuduo2025,8.4,c,B,5,UR1+ DR2+ DL4+ UL1- U1+ R2+ D3+ L3- ALL6+ y2 U4+ R5- D0+ L3- ALL5-,9,UR1- R4- D3+ /1- y2 ul1+ D4+ U4- DL3+ DR5+
WashtenawFall2024,8.4,f,A,1,UR3- DR2- DL2- UL0+ U1+ R5+ D4- L1+ ALL1- y2 U3- R3+ D5- L1- ALL1+,9,U2+ D4- L1+ dl4- \2- y2 D5- R3- UL3+ DL2-
WashtenawFall2024,8.4,f,A,2,UR2- DR2+ DL1- UL4- U4+ R5+ D2+ L4- ALL5- y2 U3+ R4+ D3+ L5- ALL2+,10,UR2+ DR3- R4- L3- /1- y2 D2- L5+ DR1- UR3- ALL6+
WashtenawFall2024,8.4,f,A,3,UR1+ DR1- DL0+ UL3+ U4- R5- D4- L5- ALL4- y2 U2- R4+ D2- L2+ ALL1+,8,DR5+ L2+ y2 D5+ U5+ UL1+ DL3- UR4- \5+
WashtenawFall2024,8.4,f,A,4,UR3+ DR4+ DL1- UL0+ U0+ R4- D4- L0+ ALL1- y2 U0+ R0+ D6+ L4- ALL1-,6,UR3- DL1+ ur5+ y2 ul5+ D2+ DL4+
WashtenawFall2024,8.4,f,A,5,UR3+ DR5- DL1- UL5- U4- R5- D3- L2- ALL5- y2 U2+ R5+ D1- L1+ ALL2-,9,UR5- DL3- UL1- y2 ul4+ R5- UL2- DL1+ \6+ ALL3+
WelcomeBackHongKong2024,8.4,1,B,1,UR2+ DR1+ DL0+ UL3+ U1+ R3+ D5- L3- ALL3+ y2 U3+ R4+ D0+ L2- ALL2+,8,UR6- D4+ dl4- /1+ y2 dl2- R4- U3- L2+
WelcomeBackHongKong2024,8.4,1,B,2,UR1- DR5- DL5- UL5+ U5- R2+ D5- L1- ALL2- y2 U0+ R2+ D6+ L4- ALL2-,9,UR1+ DR3+ L1+ y2 ul3+ dl5- ur2+ D4- L4+ DR2-
WelcomeBackHongKong2024,8.4,1,B,3,UR2- DR3- DL5+ UL0+ U3- R2+ D4+ L1+ ALL4- y2 U0+ R4+ D5- L3+ ALL5+,6,UR5+ DL6- R2- \3+ y2 DL3- DR4-
WelcomeBackHongKong2024,8.4,1,B,4,UR3+ DR0+ DL2+ UL2+ U6+ R4- D6+ L1+ ALL4+ y2 U5+ R4- D5- L1+ ALL5+,10,UR1+ D4+ L5- dl4+ y2 D3+ U5+ L1- DR2+ UR2+ ALL1-
WelcomeBackHongKong2024,8.4,1,B,5,UR6+ DR2- DL3+ UL2- U2+ R2- D4+ L2+ ALL0+ y2 U1- R1+ D1+ L1+ ALL4-,9,DR2- DL3- U6- y2 dr6+ R2- DL1- UR1+ \3+ ALL5-
ctOpenHannover2024,8.4,1,B,1,UR1- DR1- DL5+ UL4- U4- R5- D4- L1+ ALL1+ y2 U6+ R1- D4- L0+ ALL6+,9,UR3- R2- L2- /1- \4- y2 ul5- U3- DR4+ UR3-
ctOpenHannover2024,8.4,1,B,2,UR0+ DR2+ DL4- UL0+ U1- R2+ D2- L2+ ALL0+ y2 U5+ R0+ D4- L1+ ALL2-,9,DL4+ U1+ R4- L2- /2+ y2 dl2+ D4+ U5- L1-
ctOpenHannover2024,8.4,1,B,3,UR1- DR5- DL5- UL0+ U4+ R1- D2- L0+ ALL3- y2 U0+ R2+ D5- L3- ALL1+,8,UR3- R2- L5+ ur1+ y2 L4- DL5- DR2- /4+
ctOpenHannover2024,8.4,1,B,4,UR5+ DR0+ DL0+ UL0+ U3- R2+ D2- L5+ ALL6+ y2 U2- R2+ D2+ L0+ ALL3+,9,UR2- DL3+ R5- D1- L4+ y2 D2- R2- U2+ /3-
ctOpenHannover2024,8.4,1,B,5,UR2- DR1+ DL6+ UL0+ U2+ R6+ D6+ L1- ALL2+ y2 U0+ R0+ D4+ L5- ALL6+,7,DR5- DL4+ L3+ ALL2+ y2 L3- DL4- /2+
10JohrWilerWurfelfast2024,8.6,c,B,1,UR3+ DR2+ DL5+ UL0+ U5+ R3+ D1+ L5- ALL0+ y2 U5- R1+ D3- L5- ALL2-,7,UR4+ D4+ ul2+ y2 R4- UL5+ DR3+ /2-
10JohrWilerWurfelfast2024,8.6,c,B,2,UR3- DR3- DL2+ UL3- U3+ R3- D3+ L5- ALL0+ y2 U6+ R4+ D4+ L0+ ALL2-,9,UR3+ DR5+ DL6- R1+ D1- dr5- y2 U6+ DR4- \2-
10JohrWilerWurfelfast2024,8.6,c,B,3,UR3- DR0+ DL2+ UL2- U3+ R3- D5- L3- ALL3- y2 U6+ R3+ D3- L4- ALL3-,9,UR3+ DL3+ U1- R3+ ur2+ dr4+ y2 L4+ DR3+ UR6+
10JohrWilerWurfelfast2024,8.6,c,B,4,UR3- DR6+ DL1- UL1- U4+ R6+ D2+ L1- ALL1+ y2 U3- R5- D3- L5- ALL4-,9,DR5+ R2- L3+ /1- \6- y2 D2- L2+ UL3+ DR5+
10JohrWilerWurfelfast2024,8.6,c,B,5,UR3+ DR4- DL2+ UL1- U5+ R0+ D1+ L6+ ALL3+ y2 U5- R0+ D2- L4+ ALL6+,9,DR1+ UL5+ dl3+ y2 dl3+ U5- L4- DR2+ UR2- \3+
ABHC2016,8.6,d,A,1,UR6+ DR5+ DL4+ UL1+ U2- R2- D2+ L2- ALL1+ y2 U1+ R0+ D3- L0+ ALL3-,9,UR2- UL3- R5+ D1+ dr2- y2 ur5- D3+ U1- /4-
ABHC2016,8.6,d,A,2,UR1+ DR2- DL4+ UL1+ U2+ R6+ D1+ L1+ ALL0+ y2 U0+ R0+ D3+ L0+ ALL0+,8,UR1- DL3- UL3- R4- ur1+ /2- ALL2- y2 D3-
ABHC2016,8.6,d,A,3,UR3- DR2- DL5+ UL3- U4+ R2+ D5- L3- ALL6+ y2 U5- R4- D0+ L6+ ALL2+ UR DR,9,UR1+ DR2+ UL1+ ur1+ dr6- y2 U5- UL6+ UR4+ /4-
ABHC2016,8.6,d,A,4,UR2- DR6+ DL5- UL5- U3- R0+ D4- L5- ALL3- y2 U5+ R5- D5- L5+ ALL4- UR DR UL,9,UR2- DL3+ R2- ul1- ALL1- y2 dr4+ DL5- DR2- UR5-
ABHC2016,8.6,d,A,5,UR0+ DR5- DL5- UL0+ U1- R1- D0+ L5+ ALL2+ y2 U0+ R3- D5+ L6+ ALL3+ UL,8,U1+ R6- D2- y2 ul5+ R3+ L1- DL5- ALL1-
AgouraCubing2023,8.6,f,A,1,UR4+ DR2+ DL2+ UL6+ U3+ R5- D5+ L4+ ALL3- y2 U0+ R5+ D6+ L6+ ALL5-,8,UR1- D3+ dr6- ul4- \2+ y2 dr1- R5- DL6+
AgouraCubing2023,8.6,f,A,2,UR2+ DR3- DL4- UL2+ U4- R2- D0+ L6+ ALL4- y2 U4+ R6+ D0+ L5- ALL4+ UL,8,DR3+ DL4+ UL4+ U4- y2 L3+ UL2+ UR6+ ALL4+
AgouraCubing2023,8.6,f,A,3,UR5- DR5+ DL1- UL4- U2+ R5- D5- L1+ ALL5- y2 U0+ R5+ D5+ L5+ ALL4- DR UL,9,UR3+ DR2+ UL4+ D1- dl2- \1- y2 dr1- R5- DL5-
AgouraCubing2023,8.6,f,A,4,UR4- DR4- DL3+ UL4+ U4+ R0+ D5- L3- ALL5- y2 U4- R5+ D2- L6+ ALL3- UR DR DL,9,DR6- UL4- R2+ dl4+ ALL2+ y2 ul3- R5- UL4+ DL2+
AgouraCubing2023,8.6,f,A,5,UR4+ DR1- DL5+ UL2- U2- R5- D5- L1- ALL5- y2 U3+ R2+ D2- L4+ ALL5- DR DL,9,DR1+ R1+ L2- y2 ul5- dr4- D2+ U1- L4- UR2-
AnatoliyMorozOpen2015,8.6,c,B,1,UR2+ DR6+ DL2- UL2- U0+ R1+ D0+ L4+ ALL0+ y2 U4+ R2+ D3+ L5+ ALL1- DR,8,DR3+ D5+ /2- ALL3- y2 dr6+ UL4- DL1- DR2-
AnatoliyMorozOpen2015,8.6,c,B,2,UR5- DR3- DL2- UL5- U5+ R3+ D2- L4- ALL3- y2 U5+ R0+ D0+ L6+ ALL6+ UR DR DL UL,8,DR5+ DL2+ UL5+ L4+ y2 ur2- L1- UL5- ALL3+
AnatoliyMorozOpen2015,8.6,c,B,3,UR3- DR5- DL5+ UL1- U3+ R4- D4+ L4- ALL3- y2 U4- R3- D3- L5- ALL1+,9,U1+ D4- /1- y2 ul5- ur4+ U4+ L5+ DR3+ /3+
AnatoliyMorozOpen2015,8.6,c,B,4,UR2- DR3+ DL6+ UL3+ U1+ R1- D1- L5+ ALL3- y2 U1+ R3+ D4+ L2+ ALL3+ UR DR DL,9,UL2- D4+ ur1- y2 ul1+ ur3- UL2- DR4- UR1+ ALL6+
AnatoliyMorozOpen2015,8.6,c,B,5,UR3- DR5+ DL3- UL0+ U2+ R6+ D5+ L3- ALL1- y2 U1+ R2- D3+ L1+ ALL1- DR DL,9,UR2+ DR2+ DL3+ U1- L3+ ul5- y2 D3- R2+ UL1-
AnaunianSideEvents2025,8.6,1,A,1,UR4+ DR5+ DL3+ UL1+ U5- R5+ D6+ L0+ ALL4- y2 U3+ R3- D1+ L4+ ALL5-,9,DR2- L4- ul3+ y2 ul3- dr5+ R3+ UL3- DL1- \1-
AnaunianSideEvents2025,8.6,1,A,2,UR0+ DR0+ DL6+ UL1+ U2+ R0+ D6+ L0+ ALL2- y2 U3+ R6+ D5- L3- ALL3-,8,U3- L5+ dl4- \1+ y2 U5+ UL3+ DR5+ UR1+
AnaunianSideEvents2025,8.6,1,A,3,UR2+ DR2- DL5+ UL2+ U3- R3- D6+ L3- ALL6+ y2 U4- R0+ D2- L1- ALL4-,9,UR3+ UL4- D3+ y2 ul5- dr4- D2+ U3+ UL1+ \2+
AnaunianSideEvents2025,8.6,1,A,4,UR2+ DR0+ DL5- UL4- U3- R5- D0+ L6+ ALL4- y2 U4+ R4+ D0+ L0+ ALL5-,7,UR3+ DL5+ U2+ L2- dl5+ y2 UR4- ALL1+
AnaunianSideEvents2025,8.6,1,A,5,UR0+ DR0+ DL0+ UL1- U1- R3- D5+ L5- ALL3- y2 U1+ R2- D3- L6+ ALL2-,10,DR3+ DL4+ UL2+ dr1- y2 ul4- U3- L3+ DL3+ UR2+ ALL1-
AprilFoolsAlberta2023,8.6,f,A,1,UR2+ DR1- DL0+ UL3+ U1+ R5- D1+ L6+ ALL1+ y2 U5- R5- D4- L4- ALL4+ DR,8,UR4+ UL2+ L1+ dl6- ALL3+ y2 ur5+ DL4+ UR5+
AprilFoolsAlberta2023,8.6,f,A,2,UR3- DR2+ DL3- UL6+ U3+ R1- D5+ L2+ ALL1+ y2 U1- R1- D5- L4+ ALL4- UR DR DL,9,UR6- DR4- L5- dl3+ y2 ul3+ L3+ DL5+ UR1+ \5-
AprilFoolsAlberta2023,8.6,f,A,3,UR0+ DR1- DL5- UL4- U5+ R2+ D5- L3- ALL4- y2 U5- R6+ D1+ L1- ALL3+ DR,9,DR1- U1- /2- \5- y2 dl2+ D1- R6+ L4- UL5+
AprilFoolsAlberta2023,8.6,f,A,4,UR0+ DR0+ DL4+ UL1+ U6+ R4+ D0+ L1+ ALL6+ y2 U2+ R0+ D0+ L5- ALL4- DR UL,8,UR4- DL6- U3- D2+ dr1+ y2 L5- UL2- /2+
AprilFoolsAlberta2023,8.6,f,A,5,UR3+ DR4+ DL4+ UL3- U0+ R4+ D0+ L1+ ALL3+ y2 U3+ R5- D4+ L3- ALL6+ DR UL,9,DL4+ R1+ L6- /3- y2 ur5+ R3- U6+ UL3+ DR4-
ArgoviaOpen2018,8.6,c,B,1,UR6+ DR4+ DL3- UL5- U2+ R2+ D2- L4+ ALL1+ y2 U5+ R5+ D4- L4+ ALL3- UR DR UL,9,DL1+ U3- L3+ dl2+ y2 ul6+ L4+ DL4+ UR5- /4-
ArgoviaOpen2018,8.6,c,B,2,UR0+ DR2- DL2- UL3+ U1+ R0+ D0+ L1- ALL0+ y2 U5+ R3+ D5- L0+ ALL0+ UR DL,8,DR2+ DL2+ UL3- U1- L1+ y2 D5+ R3- U5-
ArgoviaOpen2018,8.6,c,B,3,UR2+ DR1- DL2+ UL4- U0+ R0+ D3- L5+ ALL0+ y2 U4+ R0+ D0+ L6+ ALL4-,9,UR2- DR1+ DL2+ UL4+ D1- L3+ \4+ y2 L2- UL4-
ArgoviaOpen2018,8.6,c,B,4,UR2+ DR5+ DL2- UL5- U5+ R6+ D6+ L3- ALL1- y2 U6+ R6+ D6+ L4- ALL2+ DL UL,9,UL2- R1- D3+ /1- y2 dr4- L2- DL6+ UR6+ /2+
ArgoviaOpen2018,8.6,c,B,5,UR6+ DR0+ DL2+ UL4+ U2- R6+ D2- L0+ ALL6+ y2 U3+ R2+ D1- L3- ALL4+ DR DL,8,UL6- U2- y2 dr4- D1+ U1- L3+ UR2- /2-
AtlanticOpenSpecial2015,8.6,f,A,1,UR3- DR4- DL4- UL1+ U4+ R3+ D5- L5+ ALL2+ y2 U2- R1+ D1+ L5+ ALL6+,9,DR1+ UL2- R3+ /1- y2 ur2+ U2+ L5- DR1- /3+
AtlanticOpenSpecial2015,8.6,f,A,2,UR1+ DR2- DL1+ UL0+ U1- R1- D1+ L3- ALL5- y2 U1- R3- D2+ L1- ALL4+ UR DR DL UL,7,DR2+ DL2+ D4- ALL3- y2 D5- UL1+ DR3+
AtlanticOpenSpecial2015,8.6,f,A,3,UR3- DR3+ DL2- UL0+ U5+ R6+ D3+ L4- ALL1+ y2 U6+ R1- D1+ L4+ ALL3+ UR,9,UR2- DR4- L6- \3+ y2 R1+ U3- UL3- DL1- /5+
AtlanticOpenSpecial2015,8.6,f,A,4,UR4+ DR1+ DL5- UL2- U6+ R0+ D3+ L2+ ALL5- y2 U0+ R0+ D1- L3- ALL5- DR DL UL,8,DL1+ UL4+ R5- ur4- y2 dl2- dr4- L2+ DL1+
AtlanticOpenSpecial2015,8.6,f,A,5,UR5+ DR2- DL4+ UL4+ U3- R2+ D1+ L1- ALL5- y2 U3- R5+ D2- L1- ALL3- UR DR UL,10,UR5- UL1- D3- L6- /2- y2 dl2- D2- L1+ DR4+ UR3+
AucklandMatarikiOpen2024,8.6,2,B,1,UR2- DR4- DL2+ UL1- U4- R3+ D2- L5+ ALL3- y2 U5- R4- D2- L5+ ALL2+,10,UR3+ DL6- U4+ D2- ul5- y2 R4+ UL5+ DL2+ /4+ \1+
AucklandMatarikiOpen2024,8.6,2,B,2,UR0+ DR5- DL1- UL3- U4+ R5- D4- L2- ALL2- y2 U4+ R4+ D2+ L4+ ALL3-,9,DR2- U1- L6- ur1- ul4+ y2 D2- L4- UR4- \1-
AucklandMatarikiOpen2024,8.6,2,B,3,UR3+ DR3+ DL5+ UL2+ U0+ R0+ D2- L3+ ALL1+ y2 U0+ R5- D3- L3+ ALL6+,9,DR6- UL2+ U5+ dl3+ ALL5+ y2 dl4- D1+ DL3- DR5+
AucklandMatarikiOpen2024,8.6,2,B,4,UR5- DR2+ DL1- UL2+ U1+ R3+ D1- L5+ ALL1+ y2 U6+ R4- D4- L2- ALL4+,7,U2+ L6- /2+ \5- y2 U6+ L2+ DR4+
AucklandMatarikiOpen2024,8.6,2,B,5,UR1- DR4+ DL6+ UL0+ U4+ R5+ D2+ L6+ ALL3- y2 U4+ R3- D4- L4- ALL2+,8,UR3- R5- \4- ALL1+ y2 ul2+ R3+ U4- DL4+
AutotaloAnimeAdventure2023,8.6,d,C,1,UR3+ DR6+ DL6+ UL3+ U6+ R1- D2- L1- ALL1- y2 U6+ R4+ D5- L2+ ALL1- DR UL,9,DR1+ DL4+ R3+ D3- y2 R5- UL3+ DL5- DR2- UR3+
AutotaloAnimeAdventure2023,8.6,d,C,2,UR4- DR2- DL2- UL1- U2+ R2- D2+ L2- ALL3- y2 U4+ R5+ D2- L4+ ALL4- UR DL UL,9,DL2+ UL3+ R4- ALL1- y2 dl2- ur2+ D2+ R5- UL4-
AutotaloAnimeAdventure2023,8.6,d,C,3,UR4+ DR2- DL6+ UL2- U2- R5- D0+ L2+ ALL2- y2 U4- R4- D6+ L4+ ALL2- UR DL UL,8,DR2+ DL6- R1+ dl4+ y2 dl6+ D6+ L4- UR4+
AutotaloAnimeAdventure2023,8.6,d,C,4,UR1- DR4+ DL4+ UL1- U2+ R2+ D4+ L5+ ALL5- y2 U1+ R4+ D2- L2- ALL2- UR DR,9,DR4- DL4+ R1- \1- y2 D5+ L2+ DR3- UR1- ALL2-
AutotaloAnimeAdventure2023,8.6,d,C,5,UR5+ DR2- DL2+ UL1+ U3- R3- D4+ L4+ ALL1- y2 U6+ R5- D2- L2+ ALL6+ UR UL,8,DL4- UL3- y2 dl2+ D1- U6+ DL2- DR5+ /5-
AutotaloAnimeAdventureIII2024,8.6,d,B,1,UR4+ DR4+ DL2- UL4+ U3+ R6+ D4- L1+ ALL1+ y2 U1- R0+ D1+ L0+ ALL4-,8,DL2+ UL1+ R2- L6- y2 dr3- UL1+ DL1- \5-
AutotaloAnimeAdventureIII2024,8.6,d,B,2,UR1- DR4+ DL4- UL2+ U6+ R1- D1+ L1+ ALL3- y2 U2+ R2+ D2- L1+ ALL0+,9,DR2- DL1+ U5+ dr4+ dl2+ \3- y2 L3- DL2+ UR2-
