competition_id,Ao5,round_type_id,group_id,scramble_num,scramble,optimal_tickcount,tickcount_solution
SalemCubikon2024,22.33,d,C,5,UR2+ DR0+ DL2- UL0+ U1- R0+ D3+ L4+ ALL1+ y2 U4+ R1+ D5- L3+ ALL2-,22,UR1- DR1- L2- ALL3- y2 ul1+ dr1- ur2- D3- U4- DL3- DR1-
SanRafael50Aniversario2018,22.33,c,A,1,UR3- DR4+ DL5- UL5+ U0+ R1- D3+ L3+ ALL5- y2 U1+ R2- D0+ L5- ALL5+ DL,22,DL2- UL1- U1- ur1+ /2+ y2 ul4- ur2- L4- UL3- UR2+
SanRafael50Aniversario2018,22.33,c,A,2,UR5- DR0+ DL4- UL5- U4- R0+ D1- L3+ ALL1+ y2 U1+ R2+ D0+ L2- ALL1+ UR DR UL,23,DL4+ UL2+ R5+ D1+ dl3+ y2 dr2- R1+ UL2+ UR3-
SanRafael50Aniversario2018,22.33,c,A,3,UR4+ DR5+ DL1+ UL1+ U2- R5+ D6+ L4- ALL5- y2 U0+ R4+ D1+ L3- ALL5- UR DL UL,22,UR2- UL1- L3+ ur1+ y2 dr2- ur5- D1- R4- L3+
SanRafael50Aniversario2018,22.33,c,A,4,UR1+ DR2+ DL3+ UL5- U4- R4- D6+ L3- ALL4- y2 U2+ R3- D6+ L5- ALL5- DR DL,21,DR1+ UL5+ U3+ ALL1- y2 dr1- U2- L2+ DL3+ DR3+
SanRafael50Aniversario2018,22.33,c,A,5,UR4- DR5+ DL5+ UL1+ U4+ R2+ D3- L4- ALL4- y2 U2+ R5- D1- L2+ ALL1- UR DL,25,DR3- DL4- UL1- L3+ ALL3+ y2 dr2+ ur2- R4+ UL2- DR1+
SantiagoCubikzChallengeMega2024,22.33,c,A,1,UR2+ DR0+ DL5+ UL1- U0+ R5- D2- L1- ALL1+ y2 U6+ R1+ D5- L1+ ALL1-,21,DL3- U1- R3+ \2+ y2 D5+ U5- L1- UR1-
SantiagoCubikzChallengeMega2024,22.33,c,A,2,UR1- DR5+ DL1- UL1+ U5+ R1+ D3- L0+ ALL2+ y2 U6+ R0+ D1- L5+ ALL2-,21,UR5- D1- dr3- y2 ul1+ UL6+ DL1+ \4-
SantiagoCubikzChallengeMega2024,22.33,c,A,3,UR2+ DR3+ DL2+ UL0+ U4+ R2- D2+ L5+ ALL1- y2 U3+ R4- D5+ L0+ ALL3+,28,UR3- DL5+ U3- /3+ ALL5- y2 dr1+ DR5- UR3-
SantiagoCubikzChallengeMega2024,22.33,c,A,4,UR5- DR1- DL1- UL5- U4+ R4+ D6+ L3+ ALL2- y2 U0+ R1+ D1+ L5- ALL0+,22,UR3+ DR1- UL3+ D3- dl3- /2- y2 dr1- L5+ DR1-
SantiagoCubikzChallengeMega2024,22.33,c,A,5,UR0+ DR2+ DL5- UL3- U1- R3+ D4+ L3+ ALL3+ y2 U2- R5- D5- L1- ALL5-,24,DR1- UL4+ R4- L1+ ur2+ ALL4+ y2 ul1- U1+ DL1+ DR4+ UR1+
ShanghaiSummerOpen2015,22.33,f,A,1,UR5+ DR0+ DL2+ UL2+ U1+ R3+ D5+ L0+ ALL4- y2 U1+ R2- D1- L1+ ALL1-,20,UR4+ DL4- D3- ALL1+ y2 dl2- D1+ R2+ UL1- /2+
ShanghaiSummerOpen2015,22.33,f,A,2,UR5- DR0+ DL1- UL1+ U5+ R4- D2- L1+ ALL5+ y2 U1+ R2+ D5+ L1+ ALL2+ UR DR DL,21,UL1- R3- D3+ ur1+ y2 dr4+ D3- UL1- DR2- ALL3+
ShanghaiSummerOpen2015,22.33,f,A,3,UR3+ DR4+ DL2+ UL2+ U5+ R0+ D5+ L6+ ALL3+ y2 U1- R3+ D1+ L3- ALL1+ DL,25,UR2+ DL2+ R3+ D1- y2 ul5+ dr4- UL1+ DL2+ DR3- \2-
ShanghaiSummerOpen2015,22.33,f,A,4,UR3- DR4+ DL3- UL0+ U5- R6+ D4+ L1- ALL2- y2 U2+ R4- D2- L6+ ALL4-,32,UR1+ DR4+ DL4+ U5- D1- ur3- y2 D2+ UL2- DL4- DR4+ ALL2+
ShanghaiSummerOpen2015,22.33,f,A,5,UR6+ DR1+ DL6+ UL2- U2+ R2+ D4- L2- ALL5+ y2 U1- R5- D3- L0+ ALL4+,21,UR6- DR1- DL2- R2- dr3- y2 D1- DR4+ UR1+ ALL1+
SouthLuzonChampionship2025,22.33,c,A,1,UR4- DR5+ DL3- UL6+ U1- R2- D1- L1- ALL6+ y2 U0+ R6+ D3+ L1- ALL0+,21,DL1- UL1- R1+ dl4- y2 ul1+ R3- L1+ DR3- \5- ALL1+
SouthLuzonChampionship2025,22.33,c,A,2,UR6+ DR3+ DL4- UL0+ U1- R1- D3+ L2- ALL3- y2 U5+ R4- D2- L5- ALL1+,32,UR5- DR3- D1+ L6- y2 D2+ R4+ U2+ UL5+ /4+
SouthLuzonChampionship2025,22.33,c,A,3,UR1+ DR4- DL2+ UL5+ U5- R4+ D2+ L3+ ALL3- y2 U1+ R5- D2+ L1+ ALL3-,21,UR1- L2+ ur1+ dr5+ y2 ul1- ur3+ D1- R5+ U1- DL1-
SouthLuzonChampionship2025,22.33,c,A,4,UR3+ DR4- DL2- UL0+ U0+ R3+ D6+ L3+ ALL6+ y2 U4+ R4- D2+ L0+ ALL3+,20,UR2- UL1- y2 dr1- ur5- R2- DR2- UR4- \3-
SouthLuzonChampionship2025,22.33,c,A,5,UR3+ DR1+ DL4- UL3- U5- R2- D5+ L5- ALL1- y2 U3- R0+ D0+ L6+ ALL5-,25,DR2- U5+ ALL4- y2 ul4+ dl3+ ur1+ L3+ UL3+
SpeedcubingBucaramanga2024,22.33,f,A,1,UR3- DR3+ DL3- UL5- U0+ R1+ D2- L3+ ALL3+ y2 U1+ R2+ D0+ L3+ ALL2+,21,DL1+ UL4- R1- D1+ L4- \2- y2 R2- L2- UL1- \3-
SpeedcubingBucaramanga2024,22.33,f,A,2,UR5+ DR1+ DL5+ UL6+ U0+ R5+ D6+ L6+ ALL4+ y2 U0+ R1- D4+ L4+ ALL4-,25,UR1+ L5- ur2+ y2 dl1- dr3- R1+ DL4- /3- \5-
SpeedcubingBucaramanga2024,22.33,f,A,3,UR1- DR2+ DL1- UL3+ U4- R6+ D2- L2- ALL0+ y2 U5+ R1+ D2+ L1- ALL0+,20,UR2+ DR1+ R2+ /3+ ALL3+ y2 D1- U6+ UL1+ DR1-
SpeedcubingBucaramanga2024,22.33,f,A,4,UR4+ DR2+ DL2+ UL3+ U6+ R1- D3+ L3- ALL0+ y2 U1+ R1- D3- L5+ ALL3+,29,DR5- DL1- UL1- D1- dl4+ y2 dl5- D2+ U1- L5- DR1+ \3+
SpeedcubingBucaramanga2024,22.33,f,A,5,UR2- DR1+ DL3+ UL4+ U5+ R3+ D3+ L5+ ALL2+ y2 U0+ R0+ D4- L2- ALL5-,21,UR5+ DR5+ /2+ y2 D2+ DL2+ /3- \2-
SuecaOpen2025,22.33,c,A,1,UR1- DR1+ DL3+ UL1- U5+ R1+ D6+ L0+ ALL5+ y2 U1+ R3- D3- L1- ALL1+,20,DR1- U3- D3+ L2- ALL4- y2 dl1+ L2+ UL1- DR3+
SuecaOpen2025,22.33,c,A,2,UR2+ DR5- DL0+ UL3- U2+ R3+ D6+ L3- ALL3+ y2 U0+ R1+ D0+ L1+ ALL1-,20,UL1- D1- L5- dl2+ y2 dl1- R1- L1- \5+ ALL3-
SuecaOpen2025,22.33,c,A,3,UR0+ DR0+ DL0+ UL1+ U1+ R2+ D4+ L2+ ALL1- y2 U2+ R2+ D6+ L3- ALL0+,22,UL2- R2- D4- L1- y2 dl1- D6+ L3+ UR2- ALL1-
SuecaOpen2025,22.33,c,A,4,UR3+ DR0+ DL5+ UL4- U1- R3+ D3+ L1- ALL3- y2 U4+ R5+ D2- L3+ ALL0+,29,UR2+ DR4+ dr4- \5+ y2 D2+ R1- L3- UR4- \4-
SuecaOpen2025,22.33,c,A,5,UR2- DR3- DL4- UL2- U4+ R5- D4+ L4+ ALL1+ y2 U5- R4- D4- L1- ALL6+,25,DR1+ DL2+ R3- dr4- /2- \3- y2 ul1- D4+ UL1+ UR4+
VERKIII2025,22.33,f,B,1,UR3+ DR1- DL5+ UL2+ U3- R5+ D2- L3- ALL1+ y2 U4+ R1- D3- L1- ALL0+,22,DL2- UL2- R5+ ur1+ dl2+ \1+ y2 ur1+ D2+ U4- L1+ DR1+
VERKIII2025,22.33,f,B,2,UR1- DR3+ DL2+ UL0+ U4+ R3- D6+ L2- ALL1+ y2 U1- R4- D2+ L5- ALL4-,22,DR1+ U3- /1- ALL5+ y2 D2+ DL5+ DR3+ UR1+ /1+
VERKIII2025,22.33,f,B,3,UR1- DR4- DL1+ UL4- U3+ R3+ D5+ L5- ALL2+ y2 U5+ R2+ D1+ L4+ ALL5-,23,UR2+ DL2- L2- ALL2+ y2 dr5- ur1+ UL4- DR1- UR1- \3+
VERKIII2025,22.33,f,B,4,UR3- DR3+ DL4+ UL4+ U5+ R5- D4- L1- ALL5+ y2 U4- R3+ D5+ L1+ ALL5+,34,UR4- DR3- UL2- L5- dl6- y2 ul3+ U3+ UL1- DR5- UR2+
VERKIII2025,22.33,f,B,5,UR3- DR3- DL4- UL1+ U3- R4+ D2+ L3- ALL6+ y2 U0+ R2- D1- L0+ ALL4-,22,UR1+ DR1+ DL4+ UL2+ U2+ dr5+ y2 dr2+ D1+ R2+ \2+
VersatileCubeOpen2018,22.33,f,B,1,UR0+ DR4+ DL5- UL0+ U1+ R4- D2+ L2+ ALL4- y2 U2- R3- D4- L4- ALL5-,22,UL3+ U4- D1- ur5- ALL1- y2 U1- DL4+ UR3+
VersatileCubeOpen2018,22.33,f,B,2,UR4- DR2+ DL3+ UL4- U5- R1- D2+ L5+ ALL1+ y2 U3- R5- D4- L5+ ALL3+ DR DL,31,UR2+ DL3- UL1- R1+ D4- /2+ ALL4+ y2 D4+ L3- UL2- UR5+
VersatileCubeOpen2018,22.33,f,B,3,UR3+ DR2- DL1- UL0+ U4- R0+ D3- L1+ ALL0+ y2 U1+ R0+ D2+ L4+ ALL0+ UR DR DL UL,17,DR1- U1+ D5- ur1- y2 dr4- D1+ UL1- DL3-
VersatileCubeOpen2018,22.33,f,B,4,UR2- DR5+ DL3+ UL2- U6+ R1- D5+ L3- ALL0+ y2 U1+ R5- D3+ L0+ ALL5- UR DR,27,UR2- DL1- L3+ dl3+ ul5+ \5+ y2 dl1+ R3- DR3- UR1-
VersatileCubeOpen2018,22.33,f,B,5,UR3- DR1+ DL1+ UL1- U4+ R6+ D2- L1- ALL2- y2 U4+ R4- D3- L3+ ALL5- DR,18,UR1- UL1+ R3- y2 ul1+ R2+ UL4- DL1+ DR2+ ALL3+
XMadridOpen2024,22.33,d,B,1,UR6+ DR4+ DL0+ UL4+ U6+ R5+ D1+ L5+ ALL4+ y2 U4+ R1+ D5+ L1+ ALL6+,28,DR3- DL2- UL4- L3- ul1+ y2 D5- R1- L3+ UL4- /2+
XMadridOpen2024,22.33,d,B,2,UR2+ DR4+ DL1+ UL2+ U5- R2- D2+ L1- ALL3+ y2 U2+ R2- D3- L1- ALL3-,27,DR4- UL2- U3+ D3- y2 D3+ R2+ U3- UL1+ /1- ALL5+
XMadridOpen2024,22.33,d,B,3,UR2+ DR1+ DL3- UL0+ U2- R2- D4- L3- ALL5- y2 U3- R4- D6+ L1- ALL4-,20,DL6- R1- \1- y2 dr3- D1+ U3+ DL1+ DR4+
XMadridOpen2024,22.33,d,B,4,UR1- DR1+ DL6+ UL1- U2+ R1+ D5- L3- ALL0+ y2 U2+ R5+ D2+ L3- ALL0+,20,DL2- R1- ur3+ y2 ul4- dl1- dr1+ L2+ DL1+ DR3- UR2-
XMadridOpen2024,22.33,d,B,5,UR2- DR1- DL2- UL1- U3+ R1+ D2+ L5+ ALL6+ y2 U1+ R3+ D1- L5- ALL3-,16,DR2+ DL1- L1- dl1+ y2 R2- L4+ DL1+ UR1- /3+
50YearsVallentuna2024,22.67,f,B,1,UR5+ DR3+ DL3- UL1+ U4+ R3- D1+ L3+ ALL1+ y2 U1- R4+ D1- L2- ALL4+,22,UR5+ UL1- U2- R2+ D1- \3- y2 ur2- R4- UL1+ DL1+
50YearsVallentuna2024,22.67,f,B,2,UR1- DR5+ DL4+ UL5+ U0+ R0+ D6+ L5+ ALL5- y2 U0+ R3- D6+ L2- ALL3-,21,UR1- DR3- UL2- U1- y2 ul3- dl3- D1+ DL2+ DR3+ /2+
50YearsVallentuna2024,22.67,f,B,3,UR3+ DR1+ DL1+ UL1+ U5- R4- D2- L3- ALL4+ y2 U5+ R0+ D1- L5+ ALL4-,19,UL1+ dr2+ ul1+ y2 ul5- D1+ UL5- /4+
50YearsVallentuna2024,22.67,f,B,4,UR2- DR1- DL2+ UL2- U3- R5- D4- L4- ALL6+ y2 U4+ R0+ D3+ L5+ ALL1+,28,UR5+ DL3+ UL1+ U1+ R3+ y2 dl1+ dr2- D2- UL4- DL1- /5-
50YearsVallentuna2024,22.67,f,B,5,UR2+ DR5- DL5- UL1- U3- R4- D5+ L4+ ALL1- y2 U1+ R6+ D0+ L1+ ALL3+,25,UR2+ DR5+ L2+ ur1- y2 dl1+ dr3+ R6+ UL1- /4+
AmericanaOpen2018,22.67,c,A,1,UR1- DR3+ DL6+ UL0+ U1- R1- D2+ L2+ ALL3+ y2 U2- R2- D4+ L4+ ALL0+ UR UL,25,DR1- DL2+ UL2+ dl1- ALL3- y2 ul4+ ur6+ DL4- UR2+
AmericanaOpen2018,22.67,c,A,2,UR4- DR3+ DL3+ UL4+ U5- R6+ D3+ L1+ ALL4+ y2 U1+ R1+ D5+ L5- ALL5+ UR DL UL,28,UR4+ DR3+ UL4+ U3- ur3+ dr2- y2 L2- DL5- UR1- \1+
AmericanaOpen2018,22.67,c,A,3,UR5+ DR4+ DL3+ UL1- U2- R4- D6+ L5- ALL3+ y2 U1+ R5+ D2- L1+ ALL2+ DL UL,22,UR4- DR1- UL1+ U1+ L2+ ul3+ \1+ y2 R5+ U1- L1- DR2+
AmericanaOpen2018,22.67,c,A,4,UR0+ DR2+ DL3- UL3- U6+ R2+ D2+ L3+ ALL5- y2 U3+ R3+ D1+ L5+ ALL4-,18,UR1- DR3- DL2+ U2- L1+ \1- y2 L4- DL1- UR3-
AmericanaOpen2018,22.67,c,A,5,UR5- DR1- DL6+ UL3+ U4- R0+ D4- L0+ ALL4- y2 U3- R3- D0+ L0+ ALL6+ UR,21,UR6- DL1- L4+ y2 ul3- dr1+ ur1+ UR3+ /2-
Ark2018,22.67,d,A,1,UR1+ DR4+ DL3- UL6+ U3- R5- D4- L2+ ALL3+ y2 U2+ R4+ D3+ L0+ ALL4+ UR UL,22,UL4- D3+ L1- ALL1+ y2 dl2- dr1- ur4- R1- U2- DR3-
Ark2018,22.67,d,A,2,UR3- DR3+ DL4- UL1+ U1- R0+ D1+ L3+ ALL2+ y2 U6+ R5+ D4- L5- ALL1+ DR DL UL,25,U3+ ul6- \1+ y2 dl1- U2- UL4- DL3- DR5-
Ark2018,22.67,d,A,3,UR1+ DR4- DL3+ UL4+ U4- R3- D4+ L4- ALL0+ y2 U4- R3- D1+ L1+ ALL3+ UR DR UL,21,UR1- DL3- R5- y2 dl3- R1- DL1- UR4+ \3+
Ark2018,22.67,d,A,4,UR2+ DR3+ DL5- UL1- U4- R0+ D1+ L2- ALL2+ y2 U4+ R1- D6+ L2+ ALL4+ UR DR DL,31,DR5- DL6- UL2+ U1+ y2 dl1- dr2- D5- U4- DL2- DR1+ ALL2-
Ark2018,22.67,d,A,5,UR3+ DR2+ DL1+ UL0+ U3- R2- D3- L1+ ALL2- y2 U5- R3- D4- L3+ ALL1- DL UL,21,R3- L2- dl3- \1- y2 R1+ U2- UL5- DL2+ DR2+
AsianChampionship2018,22.67,1,B,1,UR1- DR0+ DL1+ UL0+ U4- R4- D5+ L0+ ALL1- y2 U1+ R4- D1- L1- ALL0+,23,UR5+ DL1- D5- dl4+ ALL1+ y2 D1+ R4+ U1- L1+
AsianChampionship2018,22.67,1,B,2,UR2- DR2- DL2+ UL5+ U2+ R6+ D2+ L5+ ALL3+ y2 U1- R4- D6+ L2- ALL1+ UR DR UL,23,DR2- U5- \2- y2 dl1- ur2- U1+ DL2+ DR4+ \4-
AsianChampionship2018,22.67,1,B,3,UR2+ DR3+ DL4- UL5- U0+ R1- D2+ L1+ ALL4+ y2 U0+ R0+ D2+ L2+ ALL3- UR DL,25,UR1- DR5- DL4+ UL4+ R2+ dl1+ ALL5+ y2 dl1+ DL2-
AsianChampionship2018,22.67,1,B,4,UR5+ DR2+ DL1- UL1- U4- R3- D1+ L0+ ALL3- y2 U1+ R4+ D2+ L3- ALL6+ UR DR DL UL,22,UR2- DR2- UL2+ dr3+ \3+ y2 ul2+ U1+ L3+ DR2- UR2-
AsianChampionship2018,22.67,1,B,5,UR6+ DR2+ DL0+ UL1- U2- R2- D1+ L1+ ALL4+ y2 U0+ R1+ D3- L1- ALL1+,17,UR3- DR3- ALL3- y2 dr2- ur1+ D3+ UL1+ UR1-
AutotaloAnimeAdventureIII2024,22.67,f,A,1,UR5+ DR6+ DL1- UL4+ U1- R3- D5+ L2+ ALL3- y2 U3- R3+ D5- L4+ ALL6+,29,UR3- DR2+ UL5- R5+ ALL1- y2 dl1+ U3+ DL4- DR3- /2-
AutotaloAnimeAdventureIII2024,22.67,f,A,2,UR4+ DR1- DL2+ UL2- U1+ R5- D4+ L0+ ALL2+ y2 U1- R0+ D4+ L4+ ALL2-,24,UR3- DR5- R2- /2- ALL5- y2 ul1- U1+ DL4- /1-
AutotaloAnimeAdventureIII2024,22.67,f,A,3,UR3- DR1- DL3+ UL4+ U1+ R6+ D0+ L0+ ALL4- y2 U0+ R3+ D4+ L5+ ALL6+,24,DL2- UL2- R2- L3- ul1+ /2+ y2 ul1- dr3+ R3- L1- DL4-
AutotaloAnimeAdventureIII2024,22.67,f,A,4,UR1- DR0+ DL0+ UL3+ U3- R5- D5- L3- ALL2- y2 U3- R1+ D1- L0+ ALL3+,20,UR1+ DR5+ ALL2- y2 dl2+ D1+ R1- U3+ \5-
AutotaloAnimeAdventureIII2024,22.67,f,A,5,UR1+ DR3+ DL2+ UL4+ U4- R4+ D6+ L6+ ALL1- y2 U0+ R3- D3- L4- ALL4-,17,DR1+ U1- R3+ y2 dl1- dr1- R1+ L3+ DL1+ DR2+ \3-
BASC62015,22.67,f,B,1,UR6+ DR1+ DL2+ UL2- U3- R3- D1- L2- ALL4+ y2 U5- R3- D3+ L4- ALL4- DR DL UL,23,UR2- DR2- UL1+ L1+ y2 ul2- D3- R3+ U1+ UL4+ \1+ ALL3-
BASC62015,22.67,f,B,2,UR3- DR1- DL1+ UL3- U6+ R5+ D3- L5- ALL5- y2 U4- R0+ D2- L5+ ALL5+ DL UL,22,DL3+ R1- L4+ \2+ y2 ur1+ R1+ UL5- DR2+ UR3-
BASC62015,22.67,f,B,3,UR1- DR2- DL5- UL2+ U2- R2- D1+ L1+ ALL1- y2 U1+ R3+ D1- L5+ ALL3-,22,UR1+ DR4+ DL2+ /2+ y2 D4+ U1- L5- DR3-
BASC62015,22.67,f,B,4,UR1- DR2+ DL2- UL1- U4- R6+ D5- L2- ALL4+ y2 U4+ R1+ D5+ L5- ALL1+ DR DL,29,UR4+ DL5+ U2+ R1+ \3+ y2 ur3+ D2+ U3- DL5+ UR1-
BASC62015,22.67,f,B,5,UR1- DR4- DL5+ UL0+ U2- R0+ D3+ L5- ALL2+ y2 U1- R4- D4- L2- ALL6+,23,UR2+ DR4+ U1+ R1- D4+ ALL4+ y2 ul1- L1+ UL1+ DR4+
BangkokCubeFestival2025,22.67,1,C,1,UR1- DR4+ DL0+ UL2- U1- R5+ D5- L4+ ALL5+ y2 U4- R5- D0+ L0+ ALL0+,20,UR3+ DR1+ U1+ L2- y2 dr2- U1- UR5+ \5-
BangkokCubeFestival2025,22.67,1,C,2,UR3+ DR3+ DL3+ UL3+ U5- R5- D4+ L2+ ALL0+ y2 U6+ R0+ D0+ L0+ ALL3-,21,UR1- DL1+ D1+ L3+ y2 ul4- dr2- U6+ \3-
BangkokCubeFestival2025,22.67,1,C,3,UR3+ DR6+ DL3- UL6+ U4- R3+ D4- L2- ALL2- y2 U4+ R3- D2+ L6+ ALL3-,27,DL1+ UL2- U3- /1+ y2 dl2+ ur5- L3+ UL3+ DR2- UR5+
BangkokCubeFestival2025,22.67,1,C,4,UR1- DR5+ DL3+ UL3+ U6+ R1+ D5- L1+ ALL2- y2 U4- R1+ D2- L1+ ALL5+,28,DR3- UL4+ R2- L1+ ur1+ y2 R4+ UL1- DR2+ UR5+ \2- ALL3+
BangkokCubeFestival2025,22.67,1,C,5,UR1+ DR3- DL2- UL5- U2+ R1- D2+ L5+ ALL0+ y2 U0+ R3+ D1+ L4+ ALL1+,18,DR3+ UL2+ dr3- \1- y2 dr2- R2- L4- DR1-
BoardsCubesVenteiraCC2025,22.67,c,A,1,UR2- DR2+ DL4+ UL1+ U3- R4- D2- L3- ALL3+ y2 U6+ R4- D2- L0+ ALL4+,22,UR2+ DL4- UL2+ R2+ ul3+ /1- y2 D2+ U2+ UR4+
BoardsCubesVenteiraCC2025,22.67,c,A,2,UR1+ DR3- DL4+ UL3+ U1- R4+ D3- L6+ ALL5+ y2 U6+ R0+ D5- L5+ ALL0+,26,UR2- UL1- D2+ ul4- /1+ y2 dl1- D5+ U1- UL5- /4-
BoardsCubesVenteiraCC2025,22.67,c,A,3,UR3+ DR3+ DL5+ UL3+ U5- R5- D0+ L2- ALL5+ y2 U1- R6+ D3+ L1+ ALL1+,21,UR1- DL4+ L2+ y2 dr2- R3- U1+ L1- DR3- \3- ALL1+
BoardsCubesVenteiraCC2025,22.67,c,A,4,UR0+ DR6+ DL1- UL4+ U5- R3+ D5+ L3- ALL2- y2 U3- R6+ D3+ L2+ ALL2+,21,UR1+ DR2+ ALL2+ y2 ul1+ dr1- D1- U3- DL2- UR6+ \2+
BoardsCubesVenteiraCC2025,22.67,c,A,5,UR4+ DR4+ DL4+ UL2+ U1+ R6+ D3+ L5- ALL2- y2 U1- R2+ D1+ L3- ALL1+,25,UR5- DL1+ UL2- R3+ ur2- y2 ur3- U1- UL2+ DL1+ DR2- /3+
Bucaramanga2023,22.67,c,A,1,UR4+ DR2- DL3- UL3- U5- R1- D1+ L3- ALL1+ y2 U1- R1- D1- L5- ALL1+ DR DL UL,22,UR1- DL4+ UL5+ dr1+ dl2+ y2 dl1- ur2+ L4+ UL1+ DR1+
Bucaramanga2023,22.67,c,A,2,UR5+ DR1- DL3- UL4- U1- R3- D6+ L4- ALL5- y2 U5- R6+ D4- L2+ ALL5+ DR,24,DR1- DL1- y2 dl4+ dr3- U5+ DL2- DR6+ /2-
Bucaramanga2023,22.67,c,A,3,UR0+ DR3+ DL5+ UL3+ U1+ R2- D2+ L6+ ALL3- y2 U4- R3+ D4+ L3- ALL1- UR DR,22,DR1- UL2- U2- D3+ ALL1- y2 ur2- UL3+ DR4- UR1+ /3+
Bucaramanga2023,22.67,c,A,4,UR2+ DR1- DL1+ UL1+ U1- R4- D1+ L0+ ALL5- y2 U5- R0+ D0+ L5+ ALL5- UR DL,19,UR3+ DL1- UL1- U4- dl2- ul1- y2 U2- UL5-
Bucaramanga2023,22.67,c,A,5,UR5- DR4- DL1- UL3+ U1- R5- D4+ L6+ ALL2+ y2 U3+ R1- D5+ L3+ ALL0+ DR UL,25,UR2+ DL1+ U1+ L3+ ul6- y2 dl1- D5- R1+ UL3- \2-
CalmecacTlaxcala2023,22.67,2,B,1,UR1+ DR4- DL2+ UL3- U2- R3+ D4+ L6+ ALL1- y2 U0+ R0+ D0+ L5+ ALL4- UR UL,23,UL4+ D2- L3+ /1+ y2 dr1+ D5+ DL5- /2-
CalmecacTlaxcala2023,22.67,2,B,2,UR6+ DR1- DL4- UL3- U4- R5- D3+ L3+ ALL6+ y2 U4+ R3- D3- L4+ ALL0+ DR DL,21,UR1- DL2+ UL2+ R1+ \5- y2 dr2- UL4- DR3+ \1+
CalmecacTlaxcala2023,22.67,2,B,3,UR5- DR2+ DL1- UL3+ U1+ R0+ D3+ L4+ ALL5- y2 U2- R1- D2- L3- ALL6+ UR,24,UR3+ DL4- UL2- /1+ y2 ul6+ dr4+ UL2+ DL1+ DR1+
CalmecacTlaxcala2023,22.67,2,B,4,UR1- DR4+ DL3- UL1+ U1- R4+ D1+ L2+ ALL3+ y2 U4- R0+ D3- L4+ ALL6+,21,UR2+ U1- R3+ D2- y2 dl1- D1- UL4+ DL4+ /3+
CalmecacTlaxcala2023,22.67,2,B,5,UR3+ DR5- DL2- UL4- U3+ R0+ D0+ L5+ ALL3+ y2 U4+ R5- D0+ L5+ ALL3- UR DR,30,UR2- DR5+ DL2+ R1- L1- ALL6- y2 dr1- R3- L5- UR4-
CampeonatoNordestino2025,22.67,1,B,1,UR4- DR0+ DL1- UL1+ U2- R3- D4- L0+ ALL0+ y2 U0+ R1+ D1+ L5- ALL3-,21,UR4+ DR3+ U1+ D2+ /3+ y2 dl2+ L5+ DR1-
CampeonatoNordestino2025,22.67,1,B,2,UR6+ DR1+ DL1+ UL2- U6+ R4+ D2- L1+ ALL3+ y2 U2- R4+ D1+ L2- ALL2+,17,UR1+ U1+ dl4+ y2 dl2+ ur1- D1- R4- UL2+ /1-
CampeonatoNordestino2025,22.67,1,B,3,UR4- DR6+ DL1- UL5- U3- R5- D3- L5+ ALL4+ y2 U4- R4+ D1+ L6+ ALL2+,25,DR3+ DL1+ D6- /1- ALL3- y2 D1+ UL4- DL2- UR4-
CampeonatoNordestino2025,22.67,1,B,4,UR4+ DR5+ DL1+ UL4- U2- R5- D2- L1+ ALL5- y2 U4+ R2+ D1+ L1+ ALL5+,22,DR4- UL2+ ur3- y2 ur2- U2- DL1- UR2- /4- ALL2-
CampeonatoNordestino2025,22.67,1,B,5,UR6+ DR4+ DL0+ UL4+ U3+ R2- D5+ L2+ ALL4+ y2 U0+ R5- D6+ L1- ALL0+,30,UR3+ DR1+ DL2+ U4- L4+ /4+ y2 ul3+ dr3+ DL1+ DR5+
ChampionnatQuebecois2024,22.67,d,B,1,UR5+ DR5+ DL4- UL1+ U2+ R6+ D3+ L4+ ALL4+ y2 U5- R3+ D2+ L4+ ALL6+,24,DR4- UL1- U5+ \2- y2 ul1- U2- UL5- DL1+ DR3-
ChampionnatQuebecois2024,22.67,d,B,2,UR2- DR4+ DL1+ UL2+ U2- R1- D3- L4- ALL0+ y2 U4- R2+ D2- L4- ALL3+,22,UR1+ DR2- U1+ L1+ ur4+ y2 R4- UL2+ DL2+ UR2+ /3+
ChampionnatQuebecois2024,22.67,d,B,3,UR2- DR6+ DL2+ UL2- U0+ R5+ D5+ L1- ALL3- y2 U3- R1- D4+ L3- ALL1-,22,UR3+ UL1+ D1- dl1+ /2- y2 ul2- U2+ L5- DL4- UR1+
ChampionnatQuebecois2024,22.67,d,B,4,UR5- DR1- DL6+ UL2- U2- R1- D2- L1- ALL2+ y2 U2+ R3- D2- L5+ ALL1-,27,UR5- DL3- U2+ y2 dl2+ dr2- U2- L4- DL1- DR3+ ALL3+
ChampionnatQuebecois2024,22.67,d,B,5,UR4- DR6+ DL2- UL2- U4+ R5+ D4- L6+ ALL2+ y2 U4+ R2+ D2+ L1+ ALL3+,21,UR3+ U1- R2+ L2- /1- y2 dl1+ ur5+ U3- UL1- DR2-
Cube4funinBialaPodlaska2023,22.67,d,B,1,UR2+ DR2+ DL3- UL2- U5+ R4- D1+ L5- ALL6+ y2 U0+ R0+ D4- L2- ALL2+ UR UL,22,U5- L2- ur3- ALL4- y2 dl2+ dr2- D2+ DL2+
