competition_id,Ao5,round_type_id,group_id,scramble_num,scramble,optimal_movecount,movecount_solution
SpokaneSummer2023,8.67,f,A,4,UR4+ DR1- DL4+ UL3- U4+ R2+ D1+ L4- ALL5- y2 U3- R5+ D1+ L1- ALL2+ UR DR DL UL,10,UR4+ DR1+ UL3+ R2+ D5- \5+ y2 R4- L2- UL3+ DR1-
SpokaneSummer2023,8.67,f,A,5,UR1- DR1- DL1- UL3+ U2+ R0+ D3+ L0+ ALL5- y2 U0+ R3- D0+ L0+ ALL0+ UR DR,8,UL4- R2+ D1- L2+ /1- \1- ALL3+ y2 R3+
StauntonSpeedsolving2023,8.67,d,B,1,UR2+ DR2- DL5+ UL2- U3+ R5- D5- L2+ ALL0+ y2 U5- R4- D3- L5- ALL5+ DL,9,DL5- U3- R5+ D5- /2- y2 R1+ UL5+ DR3+ /3+
StauntonSpeedsolving2023,8.67,d,B,2,UR0+ DR3- DL0+ UL1- U6+ R5- D2- L5+ ALL5- y2 U0+ R2- D2+ L0+ ALL5+,8,DR5+ UL4- U1- R3+ /2+ y2 dl5- D2- R2+
StauntonSpeedsolving2023,8.67,d,B,3,UR3- DR4+ DL5- UL4- U5+ R1+ D1- L4+ ALL0+ y2 U1+ R4+ D0+ L2- ALL2+ UR DR,10,DR1- DL3+ UL2+ R1- dr2- \2- y2 D3- R4- UL1- DL3+
StauntonSpeedsolving2023,8.67,d,B,4,UR5- DR5- DL0+ UL2+ U1- R2- D4+ L6+ ALL1- y2 U4- R1- D4- L5- ALL6+,8,UL4+ D1+ dl4+ /5+ y2 D2+ UL3+ DL2+ UR1+
StauntonSpeedsolving2023,8.67,d,B,5,UR3- DR2+ DL4+ UL3- U5- R2+ D5+ L4- ALL2+ y2 U3- R3+ D3- L4+ ALL4- UR UL,9,UR1- DL3+ D2- y2 dr4+ R1- DL4- DR5- UR3+ \6+
StevenageNovember2023,8.67,d,D,1,UR1- DR2+ DL1- UL1+ U2+ R4+ D4- L4+ ALL2+ y2 U5- R5+ D4+ L6+ ALL0+ UL,9,UR5- DL4- U3+ D5- /2+ y2 ul1+ UL6+ DR4- UR1-
StevenageNovember2023,8.67,d,D,2,UR5- DR1- DL2+ UL2+ U5+ R0+ D2- L2- ALL3+ y2 U5+ R6+ D0+ L1+ ALL5- UR DR UL,8,DR1+ UL2- R5+ ur6- y2 R6+ U4- UL1- /4+
StevenageNovember2023,8.67,d,D,3,UR4- DR5+ DL2- UL5- U4+ R0+ D1+ L5- ALL6+ y2 U1- R0+ D2+ L3+ ALL2- DR UL,9,UR5+ R6- D4- ur3- /5- \1+ y2 U1+ L1- DL2-
StevenageNovember2023,8.67,d,D,4,UR2+ DR4+ DL4+ UL4- U1- R1+ D1- L5+ ALL2+ y2 U5- R2+ D5- L5- ALL1+ DR DL,10,UR3+ DR3- DL4- R5+ L1- y2 dl5+ D5+ R2- UL5+ \1-
StevenageNovember2023,8.67,d,D,5,UR4- DR2+ DL6+ UL2- U5- R2+ D5+ L4- ALL5- y2 U2+ R0+ D4- L0+ ALL0+ UR DL UL,8,U1- D1- ur6- /2- ALL3+ y2 U2+ UL4- DL4+
SummerinBishkek2025,8.67,d,A,1,UR1- DR0+ DL1+ UL2+ U6+ R3- D3+ L5- ALL0+ y2 U0+ R2+ D6+ L4- ALL5-,10,DR4- UL2+ U3+ R4- y2 dr2+ D2+ R2- DL4+ /1- \4-
SummerinBishkek2025,8.67,d,A,2,UR4- DR2+ DL4+ UL2+ U2- R2- D4- L3+ ALL6+ y2 U1- R2- D3+ L2- ALL2+,9,UR4+ DL2- L5+ y2 D5- U1+ L2+ DR2+ \2- ALL2+
SummerinBishkek2025,8.67,d,A,3,UR4+ DR4+ DL4+ UL1- U4- R3- D5- L3- ALL2+ y2 U1+ R4- D5- L1- ALL3+,8,UR5- U6- D3- ul4+ y2 L1+ DR5+ UR1- /1+
SummerinBishkek2025,8.67,d,A,4,UR4- DR5+ DL1+ UL4+ U3+ R4+ D1- L6+ ALL5- y2 U6+ R4- D0+ L5- ALL5-,8,DR5- UL3- L4+ dl3+ y2 ul1- R3+ UL5+ UR1+
SummerinBishkek2025,8.67,d,A,5,UR2+ DR4+ DL5- UL5+ U5- R3- D2+ L1+ ALL3- y2 U0+ R1- D5+ L5- ALL5-,9,UR2- DR1- L1- dr3+ ul1+ /2+ y2 R6+ L5+ DR5-
SunmarkeDubaiOpen2022,8.67,c,A,1,UR0+ DR6+ DL2+ UL3+ U1+ R6+ D1+ L1+ ALL4+ y2 U0+ R0+ D4- L5- ALL2- DR DL UL,8,DL2- UL4- D5+ ul1+ y2 dl1+ D1- DL5+ ALL6+
SunmarkeDubaiOpen2022,8.67,c,A,2,UR6+ DR5+ DL0+ UL1- U2+ R4- D0+ L2+ ALL1+ y2 U5- R0+ D2+ L1- ALL3+ UL,9,DR5+ UL1- U6- D2+ dl1+ y2 D2- L4- UL5+ \2+
SunmarkeDubaiOpen2022,8.67,c,A,3,UR2+ DR5+ DL0+ UL0+ U1- R3- D6+ L4+ ALL3- y2 U0+ R6+ D1- L1- ALL3+ UL,8,DR4- U1- D5+ L4- ALL6- y2 dr2- R6+ DL1+
SunmarkeDubaiOpen2022,8.67,c,A,4,UR2- DR5- DL3- UL5- U3+ R0+ D4- L4+ ALL1- y2 U5+ R2+ D5+ L1+ ALL6+ UR DR UL,9,UR5- U3- L4+ \5+ y2 ul4- R3+ L4+ DL5- UR5-
SunmarkeDubaiOpen2022,8.67,c,A,5,UR4- DR1- DL6+ UL2- U4- R3- D3- L1+ ALL3- y2 U1+ R1+ D5+ L4- ALL1+ UR DL,9,DR4- DL2+ U2- L5+ y2 dl1+ L3- DL5- UR1- /4+
SuperiorCubingDuluth2019,8.67,1,A,1,UR3+ DR2+ DL1- UL1- U4- R4- D2+ L3+ ALL1- y2 U5- R1+ D5- L0+ ALL1- UR DR DL UL,9,UR2+ DR3- L1- dr1- ul4+ y2 D1- UL5+ DL5- DR1-
SuperiorCubingDuluth2019,8.67,1,A,2,UR0+ DR3+ DL5- UL3- U6+ R3- D4- L5- ALL5+ y2 U4+ R5- D1- L1+ ALL5+ DR UL,8,DL6- UL5- U2+ ul3+ y2 U4+ L1- DR1+ UR4+
SuperiorCubingDuluth2019,8.67,1,A,3,UR3- DR5- DL3- UL4- U6+ R0+ D6+ L1+ ALL1- y2 U0+ R2+ D3+ L3- ALL3- DL,9,DR4- DL6- U1+ y2 dl4+ R4+ DL3+ DR6+ /3+ ALL5+
SuperiorCubingDuluth2019,8.67,1,A,4,UR2+ DR5+ DL3- UL5- U0+ R0+ D2+ L3- ALL5- y2 U4- R4- D5- L3- ALL4+,10,DR5+ DL3+ U3+ L4- y2 dr2- ur4- D2+ DL3+ UR4+ \3-
SuperiorCubingDuluth2019,8.67,1,A,5,UR1- DR4+ DL0+ UL2- U0+ R4- D3+ L2- ALL2+ y2 U4+ R0+ D0+ L0+ ALL5+ UR DL,8,UR1+ DL2+ UL2+ D3+ ul4+ y2 ul2- U4- ALL3-
SurabayaComeback2017,8.67,f,B,1,UR4+ DR0+ DL3- UL2- U3+ R6+ D3- L5+ ALL2+ y2 U3+ R0+ D6+ L3+ ALL2- UR,9,UR2+ U5+ D6- dr1- y2 dl1+ D6+ UL3- /3+ ALL5-
SurabayaComeback2017,8.67,f,B,2,UR1+ DR1- DL1- UL3- U2+ R3+ D5- L4- ALL4+ y2 U3+ R4- D3+ L4+ ALL0+ UR DL,9,DR3- DL4- D2+ dl1+ ALL4- y2 D6+ DL4- DR5- UR3-
SurabayaComeback2017,8.67,f,B,3,UR1+ DR1+ DL6+ UL4+ U2- R5+ D6+ L2- ALL4- y2 U2- R4+ D0+ L0+ ALL1+ DL,8,UR5+ UL4+ D1- /1+ y2 dl5+ R4- U2+ /6+
SurabayaComeback2017,8.67,f,B,4,UR1- DR6+ DL5- UL1+ U5- R4- D5- L1+ ALL2- y2 U1- R5+ D3- L4+ ALL2+ DL UL,11,UR1+ DR2- DL1- UL4+ D5- dr3- /4- y2 ul1+ U1+ DL4- DR5-
SurabayaComeback2017,8.67,f,B,5,UR0+ DR1- DL6+ UL2+ U2+ R4+ D1- L4- ALL6+ y2 U2+ R5+ D3+ L6+ ALL6+ UR DR UL,8,UL4- R3- D4- ur3- y2 ur1+ L6+ DR3- UR2-
SwisscubingCupII2025,8.67,d,B,1,UR3- DR4+ DL1- UL1- U2- R3+ D2+ L2+ ALL5+ y2 U4- R2+ D2+ L3+ ALL5-,8,DR4- DL1- UL1+ U5+ ALL2+ y2 U5- UL3- DR2-
SwisscubingCupII2025,8.67,d,B,2,UR1+ DR1+ DL0+ UL0+ U1- R1+ D0+ L2+ ALL2+ y2 U4+ R4- D2- L4+ ALL2+,8,DR1- R2- L2- dl1- y2 dr6+ D2+ R4+ UL4-
SwisscubingCupII2025,8.67,d,B,3,UR5- DR0+ DL2+ UL2+ U4- R3+ D0+ L1+ ALL4- y2 U0+ R1- D2+ L6+ ALL1-,9,UR2+ DL5- U5+ D3+ y2 dl2- D2- R1+ L6+ /3+
SwisscubingCupII2025,8.67,d,B,4,UR3+ DR1- DL5- UL6+ U3+ R5- D3- L2+ ALL3- y2 U6+ R3+ D5+ L3+ ALL4+,9,DL3- R3+ ur2- /1- \6- y2 dl2+ D5- UL3- UR3-
SwisscubingCupII2025,8.67,d,B,5,UR2+ DR2+ DL3- UL5+ U1- R2+ D4- L0+ ALL4+ y2 U5- R2- D4+ L5- ALL2-,10,UR6- D5+ L2- ul2+ ALL6- y2 dr4+ D1- L5+ DR3- UR5+
SwisscubingCupMBII2025,8.67,f,A,1,UR2- DR5+ DL4+ UL4- U3+ R1- D3+ L5- ALL1- y2 U1- R4+ D5+ L2+ ALL6+,9,U3+ R2- L5+ ur1- /5+ y2 D2+ UL2- DR5+ UR3+
SwisscubingCupMBII2025,8.67,f,A,2,UR1- DR3- DL1- UL1+ U5+ R4- D4- L1- ALL1- y2 U3- R4- D4- L1- ALL4-,9,DR4- UL5- L6- y2 D3+ U1- DL1+ UR4+ /1+ \4-
SwisscubingCupMBII2025,8.67,f,A,3,UR5- DR5- DL5- UL0+ U3+ R1+ D1+ L5+ ALL1- y2 U1- R3- D1+ L4- ALL5-,8,DR3- U2+ dl3+ \4+ y2 D4+ U1+ DL4+ DR3+
SwisscubingCupMBII2025,8.67,f,A,4,UR4- DR5+ DL0+ UL4- U1+ R1+ D0+ L0+ ALL3- y2 U1+ R3+ D5- L4- ALL3-,8,UR3+ DR5- UL4+ ul2+ y2 ur5- R3- UL1- DL5+
SwisscubingCupMBII2025,8.67,f,A,5,UR2- DR3- DL1- UL3+ U3+ R6+ D1- L5+ ALL4- y2 U3+ R2- D2+ L0+ ALL3+,10,UR4- DL5+ R3+ ul2- \4+ y2 U5+ UL2+ DL2- UR2+ \1-
SzansaCubingOpenWarsaw2024,8.67,e,A,1,UR3+ DR1+ DL2+ UL0+ U5- R4- D1- L5+ ALL4- y2 U4- R3+ D0+ L6+ ALL3+,9,DL2- U2+ L5- ul1+ ALL5- y2 dr1+ R3- L2+ UL4+
SzansaCubingOpenWarsaw2024,8.67,e,A,2,UR5+ DR2+ DL0+ UL4- U5- R5+ D5+ L3- ALL6+ y2 U4+ R5- D2+ L5+ ALL1-,10,DL3+ UL4+ D2+ /4+ y2 dr2- R3- L3- DL2- UR4- /3-
SzansaCubingOpenWarsaw2024,8.67,e,A,3,UR5- DR6+ DL0+ UL3- U2+ R6+ D0+ L3- ALL2- y2 U5- R1+ D1- L1- ALL6+,9,UR5+ DL6- U1+ ur6- ul1+ /4+ y2 R6+ DL1+ UR5+
SzansaCubingOpenWarsaw2024,8.67,e,A,4,UR5+ DR4- DL1- UL1- U5+ R3- D5+ L1- ALL2- y2 U4+ R2- D0+ L3+ ALL1-,8,UL3+ R2+ dl3- ul4- \1- y2 U3- UL3- UR2+
SzansaCubingOpenWarsaw2024,8.67,e,A,5,UR6+ DR5+ DL0+ UL1+ U2+ R1+ D3+ L6+ ALL2- y2 U2- R0+ D2- L4- ALL5+,8,DL4+ U3+ L1+ ul2+ \4+ y2 UL2+ DL2+ \1-
SzansaCubingOpenWarsaw2025,8.67,f,A,1,UR5+ DR3- DL3+ UL4+ U4- R5- D2- L3- ALL3+ y2 U3+ R4+ D5+ L2- ALL1-,10,UR1- DR2+ UL4- R2+ ur3+ y2 U3- L3+ DL1- DR4- /4-
SzansaCubingOpenWarsaw2025,8.67,f,A,2,UR2- DR4- DL3+ UL5+ U3+ R1- D0+ L3+ ALL2- y2 U5- R0+ D2- L3- ALL4-,9,UR6- DL1+ R1+ \4+ ALL5- y2 D1- U5+ DL3+ \5-
SzansaCubingOpenWarsaw2025,8.67,f,A,3,UR6+ DR0+ DL3+ UL4- U3+ R6+ D1- L5+ ALL4- y2 U0+ R6+ D1+ L6+ ALL0+,8,DL2- UL2- U3- ur1+ ALL4+ y2 D1- UL6+ UR6+
SzansaCubingOpenWarsaw2025,8.67,f,A,4,UR3+ DR2- DL5- UL5+ U2+ R6+ D4- L2- ALL5+ y2 U1- R4- D2- L0+ ALL5+,9,DR1- UL2+ R6- /3- y2 dl2+ D2- U1+ DR4+ /3-
SzansaCubingOpenWarsaw2025,8.67,f,A,5,UR0+ DR0+ DL3+ UL1- U1+ R1+ D3- L3- ALL0+ y2 U2- R3+ D1- L2- ALL3+,7,UR1- UL1+ ur5+ \3- y2 R4- UL2+ DR1+
TagumCityOpen2019,8.67,c,A,1,UR6+ DR5- DL1- UL1- U4- R6+ D5- L4- ALL1- y2 U3+ R1+ D5+ L6+ ALL2- DL,9,DR5+ DL6- U1- ALL1- y2 ul5- D5- U4+ UL6+ UR1-
TagumCityOpen2019,8.67,c,A,2,UR3+ DR1- DL3- UL5- U0+ R4+ D4+ L0+ ALL4+ y2 U0+ R4+ D5- L0+ ALL3- DR DL,8,UR6- UL4- dr3+ ul1- ALL2+ y2 D5+ R4- /3+
TagumCityOpen2019,8.67,c,A,3,UR6+ DR2+ DL4+ UL5- U0+ R3+ D4+ L1+ ALL1- y2 U0+ R5+ D3+ L4+ ALL0+ DR UL,9,UR1- DR2+ /5- \2+ y2 dr1- R5- L1- DL3- /2-
TagumCityOpen2019,8.67,c,A,4,UR6+ DR6+ DL0+ UL2- U3- R3- D5- L2- ALL1+ y2 U2+ R5- D2- L6+ ALL2- UR DR UL,10,UR1- DR1- R5+ L4+ /5+ ALL2+ y2 D2+ L1+ UL5+ UR5+
TagumCityOpen2019,8.67,c,A,5,UR2- DR0+ DL6+ UL5+ U4+ R4+ D4- L4- ALL0+ y2 U4+ R4+ D3+ L3+ ALL2- UR UL,8,DR2- UL5+ dl2- /2+ y2 ul6+ ur1+ DL3- UR4-
TaichungOpen2024,8.67,d,A,1,UR6+ DR0+ DL3+ UL5- U3+ R2- D2- L5+ ALL4+ y2 U2+ R3+ D5- L2+ ALL3-,9,UR4- DL3- D2+ ALL5+ y2 dl5+ dr4- D5+ R3- UL2-
TaichungOpen2024,8.67,d,A,2,UR2+ DR3+ DL6+ UL1- U4+ R5+ D1+ L5- ALL2- y2 U3- R5+ D2+ L6+ ALL2+,8,DR2+ U5- dr2+ y2 ur5- UL6+ DR2- UR3- /4+
TaichungOpen2024,8.67,d,A,3,UR2+ DR1+ DL0+ UL4- U4+ R0+ D2+ L2- ALL5- y2 U5- R6+ D6+ L2- ALL2+,9,UR2- DR1- DL6- D4+ ALL5- y2 dl4+ U5+ L2+ DR6+
TaichungOpen2024,8.67,d,A,4,UR3- DR2+ DL3- UL5+ U6+ R2- D1- L1- ALL2- y2 U0+ R2- D1+ L1- ALL4-,8,DR3+ DL1- U4+ /5+ y2 R3+ L1+ DR1- /3+
TaichungOpen2024,8.67,d,A,5,UR3+ DR2- DL3+ UL0+ U6+ R5- D1- L6+ ALL1+ y2 U6+ R2+ D1- L5- ALL2-,9,UL3+ R4+ dr3+ \3+ y2 ur2+ D1+ R2- U6+ L5+
TaizhouOpen2025,8.67,d,C,1,UR2+ DR4- DL3- UL1+ U2+ R6+ D3- L3+ ALL4- y2 U2+ R5- D0+ L0+ ALL4-,8,UR4- UL1- D2- ur3- dl2- y2 ur4+ R5+ U2-
TaizhouOpen2025,8.67,d,C,2,UR1- DR4+ DL5- UL3- U1+ R4- D2+ L3- ALL4- y2 U2+ R5+ D4- L3+ ALL1+,9,UR1+ DL1- U2+ ur1- y2 dl2- U2- DL3- DR5- \5+
TaizhouOpen2025,8.67,d,C,3,UR3+ DR3+ DL0+ UL3+ U4+ R6+ D3- L2+ ALL1+ y2 U5- R4- D3+ L5- ALL2-,8,UL2+ L5+ dl2- y2 dl2- D3- R4+ UL5+ \3-
TaizhouOpen2025,8.67,d,C,4,UR3+ DR2+ DL5+ UL4- U5- R5- D6+ L4+ ALL2- y2 U6+ R0+ D1+ L3+ ALL5-,9,UL5- U1- D1- /3+ y2 ul5- dr3- U6+ L2- DL1-
TaizhouOpen2025,8.67,d,C,5,UR1- DR4- DL3+ UL6+ U5+ R0+ D0+ L5+ ALL4+ y2 U5+ R1- D1+ L6+ ALL1-,10,UR2+ DR3+ DL2- dr6- \1+ ALL4- y2 R1+ U5- L5- DL1-
TakeYourTimeErmelo2025,8.67,1,A,1,UR5+ DR3- DL0+ UL4+ U2+ R3- D6+ L1+ ALL5- y2 U0+ R3+ D1- L0+ ALL2-,8,UR1+ DL3- L2- /3- y2 dl5+ dr6+ D4+ DR3-
TakeYourTimeErmelo2025,8.67,1,A,2,UR3- DR2+ DL5+ UL1+ U1+ R5+ D6+ L6+ ALL5- y2 U0+ R6+ D4+ L3+ ALL3-,8,DR1- U1+ R3- \3- y2 R2- L3- DR4- \1-
TakeYourTimeErmelo2025,8.67,1,A,3,UR3+ DR4+ DL6+ UL3- U5- R3+ D5+ L4+ ALL0+ y2 U0+ R1+ D4- L1- ALL4-,9,DR3- UL5+ R5+ y2 dl2- R4- DL1+ DR3+ /3- ALL1+
TakeYourTimeErmelo2025,8.67,1,A,4,UR1- DR1+ DL5- UL4- U0+ R2- D3+ L4- ALL0+ y2 U5- R3+ D4+ L5- ALL3+,10,UR5+ DL1+ R3- /2- \1- y2 dl2+ ur3- D1- UL5+ DR3-
TakeYourTimeErmelo2025,8.67,1,A,5,UR1+ DR4- DL2+ UL2+ U1- R1- D4+ L4- ALL2- y2 U5- R3- D3+ L1- ALL2+,9,UR2- R6- D2- ur5+ /4- y2 L2+ UL1- DR3- UR6+
TallinnSpring2024,8.67,2,B,1,UR0+ DR5+ DL6+ UL4- U4+ R4+ D4+ L4+ ALL2+ y2 U3- R3+ D5+ L3- ALL4-,8,DR3+ DL6- ALL2+ y2 D5- R3- U3+ L3+ \4+
TallinnSpring2024,8.67,2,B,2,UR1- DR3+ DL6+ UL4+ U5- R1+ D1+ L1- ALL4+ y2 U0+ R4+ D2+ L2- ALL3+,8,UR1+ DL2+ UL1+ R4- y2 dl4- DL2+ DR4- \1-
TallinnSpring2024,8.67,2,B,3,UR4- DR1- DL2- UL4- U3+ R2+ D3- L3+ ALL1- y2 U3+ R6+ D5- L5+ ALL3+,10,DR3+ DL3+ U5+ \4- y2 dl4+ ur2- R1+ U3- L5- DR5+
TallinnSpring2024,8.67,2,B,4,UR0+ DR2- DL2- UL3+ U4+ R3- D0+ L3+ ALL5- y2 U2+ R2- D5- L4- ALL3-,10,DL4+ UL4+ U1+ R5+ y2 dl3+ D3+ U2- L4+ DR2+ \2+
TallinnSpring2024,8.67,2,B,5,UR1- DR4+ DL4- UL0+ U2+ R3+ D3+ L3- ALL4- y2 U0+ R0+ D2- L5- ALL2-,8,UR1- DR5- DL2+ L5+ ul1- y2 D2+ L5+ /2+
TangkakPerkasa2018,8.67,c,A,1,UR3- DR0+ DL3+ UL0+ U4+ R6+ D6+ L2- ALL5- y2 U2- R3- D5+ L3+ ALL6+ DR,10,DR3+ UL1- R6- dl5- y2 L3+ UL2+ DL4+ DR3+ \1+ ALL2+
TangkakPerkasa2018,8.67,c,A,2,UR1- DR5- DL6+ UL3+ U6+ R6+ D4- L4- ALL5- y2 U0+ R3+ D3- L1+ ALL5- UR DR DL UL,8,DL3+ UL4+ dr5- ul4- y2 dr1+ D5- DL1- DR3-
TangkakPerkasa2018,8.67,c,A,3,UR2+ DR1+ DL4- UL5- U0+ R5- D1- L2+ ALL3+ y2 U0+ R3+ D0+ L0+ ALL6+ UR,8,DL4+ UL3+ R2+ dr2- y2 dr2- ur1- R3- ALL3-
TangkakPerkasa2018,8.67,c,A,4,UR4- DR2- DL2+ UL6+ U1+ R1- D5- L6+ ALL2- y2 U4+ R1- D2- L2+ ALL6+,9,DR5- DL2- U3- ul3- y2 R1+ UL4- DL2+ \6+ ALL2-
TangkakPerkasa2018,8.67,c,A,5,UR5- DR1- DL2- UL2- U5- R4+ D3+ L1- ALL4- y2 U4- R4+ D4+ L4+ ALL3- DL,9,R2+ L5+ dl5- /1- y2 ul2- dl1+ U4+ L4- DR4-
TarragonaSideEvents2023,8.67,c,B,1,UR5- DR2+ DL2+ UL0+ U5+ R3+ D6+ L1+ ALL0+ y2 U0+ R3- D4- L4- ALL2- DR DL UL,8,DR2+ R2- L3- dl1+ y2 dr4- R3+ DL4+ /2-
TarragonaSideEvents2023,8.67,c,B,2,UR5- DR6+ DL2+ UL4+ U5- R6+ D2+ L2+ ALL2- y2 U5- R1- D1- L0+ ALL4+ DR DL UL,8,UR5+ DL2+ UL2+ U1- /6- y2 ul3- U5+ DR1+
TarragonaSideEvents2023,8.67,c,B,3,UR5+ DR1+ DL5- UL3- U3+ R5- D2+ L1+ ALL4- y2 U5- R4+ D2+ L1- ALL5- DR UL,10,UL5- R1- D2+ ur3- y2 dl3- R2- L4- UL5+ DR2- \1-
TarragonaSideEvents2023,8.67,c,B,4,UR6+ DR1- DL1- UL1+ U0+ R6+ D6+ L1+ ALL2- y2 U5+ R2- D1+ L5- ALL2- UR DR DL UL,9,UR6- UL1- R5- D4- y2 ul1+ R2+ U5- L6+ DL1-
TarragonaSideEvents2023,8.67,c,B,5,UR5- DR5- DL0+ UL4+ U5+ R3- D3+ L0+ ALL1+ y2 U1+ R3- D1- L0+ ALL4+ UR DR UL,9,DR2+ UL4- R1- dr3+ y2 dr5+ D1+ R3+ U1- \3+
TashkentOpen2022,8.67,f,A,1,UR5+ DR4+ DL1- UL0+ U1+ R6+ D3- L3+ ALL5- y2 U3+ R3- D1+ L1+ ALL3- DL UL,10,UR4- UL2- R1+ ul5- y2 ul1+ dr1- R3+ U3- DL1- \2+
TashkentOpen2022,8.67,f,A,2,UR4- DR1- DL4+ UL2+ U0+ R3- D3- L0+ ALL5+ y2 U2- R2+ D3+ L1- ALL2- UR DR DL UL,9,UL1- U3+ R4- L5- \5- y2 ur1+ UL1+ DR3- UR1+
TashkentOpen2022,8.67,f,A,3,UR2+ DR4- DL0+ UL3+ U3- R1+ D2- L3- ALL2- y2 U3- R0+ D4+ L5- ALL1- UR DR DL UL,8,UR2- DR3+ D3+ dr4+ y2 D4- U3+ L5+ \1+
TashkentOpen2022,8.67,f,A,4,UR2- DR2- DL1+ UL0+ U1- R0+ D5- L3- ALL4- y2 U2- R2+ D3+ L1- ALL4- DR DL UL,9,UR4+ DL6- U1- L4- ul1- y2 ul3+ UL2+ DL1- DR2-
TashkentOpen2022,8.67,f,A,5,UR4+ DR6+ DL0+ UL0+ U1+ R2+ D4- L5- ALL1- y2 U6+ R3+ D0+ L0+ ALL0+ UL,8,UL5+ U2+ D2- dl4+ y2 ur5+ R3+ UR6+ \1+
TashkentOpen2024,8.67,c,A,1,UR6+ DR3- DL5+ UL3+ U1- R2- D4- L3- ALL6+ y2 U4- R2+ D3- L3+ ALL5-,9,DR1- DL5- U4+ D4- /5+ ALL6- y2 UL6+ DL3+ UR2-
TashkentOpen2024,8.67,c,A,2,UR1- DR0+ DL5+ UL3- U5- R2- D4- L4+ ALL1+ y2 U3+ R5+ D2+ L1+ ALL2+,9,DL1- U3- R3+ L5- \1- y2 ul5+ L1- DR2- UR3-
TashkentOpen2024,8.67,c,A,3,UR3+ DR0+ DL3+ UL0+ U6+ R2- D3- L5+ ALL0+ y2 U6+ R6+ D2+ L0+ ALL2+,8,UL4+ U1- R1- dr2- y2 D2- UR6+ /3- ALL5-
TashkentOpen2024,8.67,c,A,4,UR5- DR1+ DL1+ UL5- U3+ R3+ D1- L3- ALL0+ y2 U5- R0+ D0+ L3- ALL2-,8,DR1+ UL5- D2- y2 ul1- dr4- U2+ UL3+ \2-
TashkentOpen2024,8.67,c,A,5,UR5- DR2- DL5- UL5- U2+ R2+ D5+ L2+ ALL2+ y2 U4- R2+ D3+ L5+ ALL0+,10,DR2+ UL4- R3+ dr3+ y2 ul3+ D1- U3- UL5- DR2- ALL2+
TasmanianOpen2022,8.67,c,B,1,UR2- DR5+ DL1- UL6+ U1+ R2- D4- L3+ ALL1+ y2 U3+ R2- D2+ L2- ALL2+ DR UL,10,UR1+ UL6- R2- L2- ul3+ \1- y2 D4- R2+ U3- DL2+
TasmanianOpen2022,8.67,c,B,2,UR4+ DR3- DL2- UL4- U3+ R2- D3- L2+ ALL3- y2 U5- R5- D3+ L3- ALL3- DR DL,9,DR1+ DL5- UL3- ur5+ ul2- y2 dr4- D3- L3+ UR5+
TasmanianOpen2022,8.67,c,B,3,UR0+ DR3+ DL0+ UL3- U3+ R4- D0+ L1+ ALL0+ y2 U2- R6+ D5- L3- ALL3- UR DR DL,8,R1+ D3- L2+ y2 D5+ U4- L3+ UR6+ \3-
TasmanianOpen2022,8.67,c,B,4,UR1+ DR2+ DL6+ UL4- U2+ R3- D3+ L3+ ALL5- y2 U3+ R0+ D0+ L3+ ALL1+ DL,7,DL1+ UL6- U5- ur3+ /2+ y2 UL3- /4-
TasmanianOpen2022,8.67,c,B,5,UR4+ DR4- DL2+ UL4+ U3- R5+ D5+ L3- ALL2- y2 U4- R0+ D2- L5- ALL3- DR DL UL,9,DR5- UL3- U2- D2+ y2 ul2- L1- UL4+ DL2+ \1-
TathvaCubeOpen2018,8.67,c,B,1,UR0+ DR5+ DL5+ UL4+ U4- R4- D3+ L5+ ALL4+ y2 U2+ R6+ D5+ L2+ ALL6+ DR UL,9,DR1- L2- ur1- /4+ ALL6- y2 D1+ U2- L2- DR6+
TathvaCubeOpen2018,8.67,c,B,2,UR4- DR4- DL5+ UL2+ U5- R4- D0+ L2- ALL1+ y2 U6+ R2- D1- L1- ALL6+ DR,8,UL5- D1- ur5+ y2 dr4+ U4+ DL1+ UR2+ \5+
TathvaCubeOpen2018,8.67,c,B,3,UR2- DR5+ DL3- UL2- U5- R2+ D3+ L3+ ALL2- y2 U2- R4+ D1- L3+ ALL5+ UR DL UL,9,UR5- UL2+ D5- \1+ ALL4- y2 U2- UL4+ DL5+ DR4-
TathvaCubeOpen2018,8.67,c,B,4,UR2- DR3- DL1- UL4- U4- R3- D1- L1+ ALL5- y2 U6+ R3- D2- L1- ALL0+ UR DR DL,10,DR5+ UL4+ U6- R3+ ALL4+ y2 R3+ U5- UL1- DL2+ /1+
TathvaCubeOpen2018,8.67,c,B,5,UR6+ DR3- DL6+ UL5+ U1+ R3- D1- L2+ ALL3+ y2 U3- R0+ D4+ L4+ ALL0+ UR,8,D2- L1- /1+ \6- ALL4+ y2 dl4- U3+ DL4-
TelpochcalliTlaxcala2020,8.67,d,B,1,UR3+ DR6+ DL6+ UL0+ U5- R3+ D0+ L5- ALL3- y2 U1- R5- D3- L5- ALL1- DR,9,U2+ L1- ul6- y2 R2+ U1+ L5+ DR3+ /3- ALL5-
