competitionId,mean,roundTypeId,groupId,scrambleNum,scramble,Optimal Movecount,Optimal Solution
NiagaraFallsSummer2024,8.1812,f,A,4,U' R' F' U2 F' U' R2 U R' U' R,8, R F' R' U2 R' F' R F'
NiagaraFallsSummer2024,8.1812,f,A,5,F R U' R' F U' R2 F' R2 F U',8, U F' U2 R' U' F' R F'
SpokaneSummer2023,8.1874,1,A,1,U' R' F R U R' U' F' R U R',4, R2 F' U' F
SpokaneSummer2023,8.1874,1,A,2,U R' U2 R2 U2 F' U' F' U' R' U,8, F' U R F R' F' R U'
SpokaneSummer2023,8.1874,1,A,3,R' U2 R U2 R' U R F R U' R',8, U R U2 R2 U' R F' U2
SpokaneSummer2023,8.1874,1,A,4,U R' F R U2 R' U R U2 R' U',8, U R2 U R2 F U' F R2
SpokaneSummer2023,8.1874,1,A,5,R' U' F2 R2 U' F R U R U' R2,8, F U2 R' F U' F2 R2 U2
NorthStarCubingChallenge2024,8.1888,1,B,1,R U' R' U2 R F' R' U R U2 R2,7, U' F R2 U' R' F' R
NorthStarCubingChallenge2024,8.1888,1,B,2,R' F' R U2 R' U2 R2 F' U2 R2 U',5, F R' F2 R' U'
NorthStarCubingChallenge2024,8.1888,1,B,3,U2 R F' U2 R2 F U' R U' F' U',8, U' F' U' R' U R U' F
NorthStarCubingChallenge2024,8.1888,1,B,4,U2 R' U2 F U R U' R F' U' R,8, F2 U2 F U' R U' F2 R
NorthStarCubingChallenge2024,8.1888,1,B,5,R F R2 U' F R U2 R U2 F' U2,10, F2 U F' U2 F' U R' F R U2
VITCubeOpen2024,8.1986,1,B,1,U' R' F R2 U' F' U' F' U2 R2 U2,9, U R' U2 F' U' R2 U R' F'
VITCubeOpen2024,8.1986,1,B,2,U' R' F' U R U2 R' U' F R U,7, R' F' U F2 U' F R
VITCubeOpen2024,8.1986,1,B,3,R' U' F U2 F R U2 F' R2 U' R2,8, F2 U' R U' R U' F' U'
VITCubeOpen2024,8.1986,1,B,4,U2 R F' U2 R' U R F' U R' U',9, F2 U' F R2 F' R' F R F'
VITCubeOpen2024,8.1986,1,B,5,U R U' R2 U' F' R2 U2 F' R U2,6, R' F R' F2 U F
IICUBIFMA2017,8.1988,1,A,1,U2 R U' R2 U2 R2 F' R2 U' R U2,8, U2 R' U' R2 F' U R' U2
IICUBIFMA2017,8.1988,1,A,2,R' U2 R' U2 R U R' U2 F' R U2,9, R F' U R U' F' U R2 F2
IICUBIFMA2017,8.1988,1,A,3,U R' U R U' F' R' U' R F' U',9, F' R U2 R' F2 R' U R F'
IICUBIFMA2017,8.1988,1,A,4,U' R' F R' F U F R' U' R U2,6, F2 R' U2 R' F U'
IICUBIFMA2017,8.1988,1,A,5,R U' R' U' R U' R2 U2 R U2 R,9, F U' R U' R2 F R U2 F2
