,competitionId,eventId,groupId,isExtra,roundTypeId,scramble,scrambleId,scrambleNum,Optimal Movecount,Optimal Solution
1836556,SerbianOpen2023,222,B,0,2,U R' F' R2 F' R2 F R U2 F U',3334654,5,11, F U F' R F' R2 U2 R F R F2
1848116,AvenidaChileVIFourRounds2023,222,D,0,1,U R F' U2 F' R2 U R' F' R U',3368765,5,11, F U F U2 R2 U R U' F2 R2 U
1868203,IguatemiFortaleza2024,222,D,1,1,R F' R' F' U R' U' R2 U' R' U2,3423129,1,11, F R2 U R2 U' F R' F R' U' F'
1889493,BoliviaCubingTourSCZ2024,222,A,0,f,U R' U2 F R U2 R U2 R F' U2,3470335,4,11, F2 U F' U2 R' U R F' R U2 F2
1902371,ChorzowOpen2024,222,C,1,2,R' F U' R2 F' U R F U2 F U2,3499347,1,11, F U F R2 F R' U' R F' R2 F2
1906600,ViennaFasching2024,222,B,0,1,U F U' F U' R U2 R U' F R',3510718,3,11, F R2 F2 R U2 R2 F2 R F2 R2 U'
1913771,ParadiseParkNxNxN2024,222,B,0,1,R F' U2 R2 F' U2 F' R U R U2,3524765,4,11, F U2 R F2 R' U R' U F' R' F
1925808,TramshedsINewcomerSat2024,222,F,0,1,R' U2 F R2 U' R' F R' F U' F,3546429,2,11, F U' F R2 F' U R2 F' U2 F U2
1927104,NYUWinter2024,222,B,1,2,U2 R U2 R2 F' U' F R' U2 R U,3548291,1,11, F U R U' F2 U R' U R' U2 F'
1993311,LinghemOpen2024,222,B,0,2,U' R' U R F' U' R2 U2 F2 U' R,3681960,4,11, F U2 F2 U' R' U F' R F' U F2
1997515,ImusUnderSeven2024,222,A,0,f,R U' R' U R' F2 R2 U2 R' F' R,3694448,2,11, F U' F R2 F2 U2 F R F' U R'
2005749,50andCountingIreland2024,222,B,1,1,R' U2 F U' R U' R2 U F' U' R,3712176,1,11, F U F' U R U R' F2 R F' U2
2011848,Romanian24hChampionship2024,222,C,0,1,U' R U' R2 F U2 R' F U2 F' R,3727173,1,11, F U2 F' R F' U' F R U2 R U2
2030903,CrevalcorealCubo2024,222,B,0,f,U R' U F U2 R' F U' R U2 R',3761391,4,11, F U R2 U' F U2 F R2 F2 U' F
2031577,KensingtonMaySunday2024,222,D,0,1,U2 R' F R F' R2 U2 R U2 R U2,3762653,4,11, F U F2 U F' R U2 R U2 F R
2040895,HEMMariCubikOpen2024,222,B,0,2,U' R U2 R2 F' U' F U2 F' U2 R,3784127,4,11, F U2 F' R U' R F2 U' F' U R'
2052448,GajahMadaSpeedcubing2024,222,B,0,d,R' U' R F2 U2 F' U' R' F R U',3810132,1,11, F U' R F2 R2 U' R U' F' R U
2074328,AlbaceteAgoraOpen2024,222,A,1,f,U2 R' U F' U2 F' U R' F R U2,3852409,1,11, F R2 F2 R F2 R2 U2 R' F2 R2 U
2103899,KyivSideEventsJune2024,222,A,0,f,U' R' U' R2 U2 R' U' R' F U2 F,3911823,5,11, F R F R2 F2 R F R U' F2 U'
2107250,ZmigrodOpen2024,222,A,1,f,R F' R2 U2 F' R U R U2 R2 U',3917483,1,11, F2 U R' U2 F' R F R' U F2 R2
2111448,ValenzuelaCubingOpen2024,222,C,0,c,R2 F U2 F U' F U R U' R' U,3926180,5,11, F U R2 U R' F R2 U' F R F'
2122245,DarmstadtDodecahedronDays2024,222,B,0,1,U' R U2 R2 F' U' R U' R F' U,3947114,2,11, F U2 F U' F U' R' F2 R' F2 U2
2122254,DarmstadtDodecahedronDays2024,222,C,0,1,U R' U' R' U2 F R2 U' F' R2 F',3947123,4,11, F U F U' F2 R F' U2 R2 F U'
2149600,NemoconCundinamarca2024,222,B,1,f,F U2 F R' U' F U' F2 R2 U' F',4009458,1,11, F U R2 F2 U F' U R F' U2 F'
2163526,BegastriOpen2024,222,B,0,1,U R' F2 U2 R U R F' U2 R2 F,4039629,4,11, F U2 F2 U' F U' F2 R U' F' R2
2168041,ChillinginToowoomba2024,222,B,0,1,U' R U' F' R2 U2 F' U' F R2 F',4051587,4,11, F U2 F U2 F2 R U' F' U R' F
2188119,PopayanalCubo2024,222,B,0,f,U2 R F U' R U' F' U2 R U' R,4095969,2,11, F U' F2 U F U2 R2 F2 U F' R'
2200876,ColegioSalesianoOpen2024,222,B,1,c,U' F' R' U F' R' U R' U2 R2 U',4120555,2,11, F U R F' U R F' R F2 R2 F
2201733,UtahCubingwithCulture2024,222,B,1,1,R U' R2 U' F' R F U' R U' R,4122076,2,11, F R F' U F R' U2 F R' U R'
2220759,QuabbiNxNFall2024,222,A,0,1,U R' U2 R U' F U' F2 R2 U2 R',4159911,1,11, F U F2 U R F' R U R F2 U'
2230202,50YearsPhilippines2024,222,B,1,1,R' F U2 F' R' F U' F U' R2 F',4178038,2,11, F U2 F2 R2 U' R F U' R U' R2
2235155,KCKC6CubingforCake2024,222,A,0,1,R' F U2 R2 U' R' U2 R' F2 U F,4187649,3,11, F R U2 F' R2 F' R U' R2 F2 R
2235343,GACuberJacketsFall2024,222,B,1,1,R U2 R' F R' U' F R U' R U',4188215,1,11, F U F' R F R2 F U' F2 R2 U
2242845,GaridechOpen2024,222,A,0,2,U' R F' R' U R' U' F R U' R2,4203757,5,11, F U R U2 R2 F2 R' U' F U' F
2251167,DavisFall2024,222,B,0,1,U2 F R U R' F2 U2 R U2 R' F,4221104,5,11, F2 U R2 U' F2 R F' R2 F U R'
2255033,BergenFall2024,222,A,0,1,R' U2 F' R U' R U R F' U2 F,4226673,5,11, F U R' U R F R' F2 R U' F2
2256745,OsoCubingFestILima2024,222,B,0,2,U' F U2 F U R U2 F U' R2 U',4229332,3,11, F U R F U' R2 F2 R' U2 F' U
2268665,UnleySpring2024,222,A,0,f,R' U2 F U R' F R' F U2 F' U2,4252351,1,11, F U R2 F' U' R2 U' R' F2 U R
2268920,TCGSpringArequipa2024,222,A,0,f,U2 R' U F' R U R' F2 U2 R2 U',4252606,4,11, F U F' U F' R' U2 F2 R' U F'
2283122,KenoshaFirstA2024,222,A,0,1,R F' U2 R2 F U R2 U' R2 F U',4282802,1,11, F U R U' R2 U' R F2 U F' U
2286875,CampeonatoBrasileiro2024,222,G,0,1,U' R' F U2 R2 F R U' R2 F R,4289710,5,11, F U' F' R U F2 U2 R2 U F' R
2312356,ShonanAM2024,222,D,0,c,U' R U2 R2 U R2 F' R2 F2 U' R,4333460,2,11, F U R U R' F2 U2 F' U2 R' U
2324557,SeoulWinter2024,222,H,0,1,R F' U' R2 U' R' F U' F' U' F,4355242,1,11, F U F2 U2 R U' R U' R F U2
2334206,BucharestDecemberCubing2024,222,B,0,f,U R U' R2 U2 R' F U' F R' U',4376165,4,11, F U R F' U F' R U2 R2 U R'
2345545,UzbekistanNationals2024,222,C,0,1,R U2 R F' R2 U F R2 U' R' U,4396786,4,11, F U' F U' F2 U R2 F R' F2 R
2348103,BilbaoUrteBerriOpeN2025,222,B,0,1,U' R2 F R U2 R' U' R2 U' F' U',4400016,3,11, F U' R2 U F U2 R' U F2 U' F'
